"CAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/"
"Total employment (Number of jobs)" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"24500","Great Falls, MT (Metropolitan Statistical Area)",47844,47693,47643,48326,48759,49919,50132,50810,50231,49971,49736,49761,50030,50082,50307,50161,50320,50590,51202
"24540","Greeley, CO (Metropolitan Statistical Area) *",103132,104924,108331,112357,116668,121484,126301,125730,122003,121409,126413,129876,136789,146116,150061,148603,156041,162281,167913
"24580","Green Bay, WI (Metropolitan Statistical Area)",195881,195984,199248,204045,205762,206832,209193,207798,202060,201974,204703,206579,208640,210992,213901,215901,218173,221628,222360
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)",436712,431446,430127,437752,445612,455391,464629,460767,437294,434446,443003,445779,450699,457315,466161,470987,472607,478379,486387
"24780","Greenville, NC (Metropolitan Statistical Area)",80176,80735,81225,83747,86281,89256,93882,94593,91737,91866,93859,95599,96312,97888,98466,99349,100332,102543,103958
"24860","Greenville-Anderson, SC (Metropolitan Statistical Area)",440664,428775,430601,435716,446423,457273,470173,470312,445295,444311,462592,466221,476285,491119,507362,516733,528336,545399,554401
"25060","Gulfport-Biloxi, MS (Metropolitan Statistical Area)",213234,212995,215168,215075,205255,201743,214728,217791,213003,213877,212487,212589,214894,215158,214586,216006,217651,220092,223055
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",118685,118963,120742,123473,127898,130836,132391,131015,127113,126562,129309,132926,134166,135347,136190,137029,138462,140340,140857
"25220","Hammond, LA (Metropolitan Statistical Area)",46530,46879,48697,50294,52420,57421,59683,60137,59761,60129,60288,60275,60198,60853,60782,62722,64853,65300,65972
"25260","Hanford-Corcoran, CA (Metropolitan Statistical Area)",48875,53293,55626,56222,57079,57125,58761,58713,56878,56175,56158,56739,57519,59723,60559,60694,61959,63654,65092
"25420","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",374212,376379,377860,382824,386116,393455,397219,397581,389711,387050,391078,393306,398120,402870,409325,412520,416829,423488,430851
"25500","Harrisonburg, VA (Metropolitan Statistical Area) *",71676,72157,72919,74115,74983,77390,79009,79039,77220,77309,78824,79301,79920,80908,82108,84327,85319,86463,88530
"25540","Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",765606,757708,752250,763538,775261,786925,801933,807415,785190,774625,786151,791456,798573,806900,813765,816213,818697,824366,831128
"25620","Hattiesburg, MS (Metropolitan Statistical Area)",76420,77225,78100,78713,80555,85805,88479,87815,86219,86345,87325,88382,89260,91546,93160,93506,95431,96149,97120
"25860","Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",215026,206898,201090,203385,203025,205211,205462,200169,185648,182847,185630,185886,187066,188549,191540,194846,198101,199452,201902
"25940","Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",92982,94863,97376,101288,105260,109635,112983,110918,105838,103807,104363,106089,108037,111523,115580,118882,122906,127879,130831
"25980","Hinesville, GA (Metropolitan Statistical Area)",34716,34713,35794,37376,37293,37608,38874,41570,41165,42508,44250,43430,43178,42013,41526,40817,42036,42816,43145
"26140","Homosassa Springs, FL (Metropolitan Statistical Area)",41251,41905,42829,44819,47674,50648,51287,49583,47289,46761,46578,46871,46808,47078,47834,48761,49653,50932,51397
"26300","Hot Springs, AR (Metropolitan Statistical Area)",48005,47862,48612,49727,51052,52168,52990,52336,51467,50918,51177,51561,51638,52148,52089,52154,52355,53315,54293
"26380","Houma-Thibodaux, LA (Metropolitan Statistical Area)",99867,102116,103898,104125,108049,115415,120804,123100,119739,119412,118227,121800,126517,129181,124487,116698,113848,115448,116349
"26420","Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2877532,2901048,2921541,2974098,3078388,3209343,3331799,3456148,3431276,3435171,3546818,3675499,3809180,3950496,4049921,4043510,4165119,4296886,4401003
"26580","Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",170396,169975,171333,173535,174516,176397,180405,180445,174367,173771,174018,174889,173872,174352,173640,171970,172732,172660,173996
"26620","Huntsville, AL (Metropolitan Statistical Area)",226046,225574,230523,237472,244689,252344,263130,267107,262881,262764,266691,267871,271685,274586,280653,287048,293999,301888,310152
"26820","Idaho Falls, ID (Metropolitan Statistical Area)",67441,68159,70441,72823,76232,79150,82923,82656,80095,80052,80140,79832,81086,82824,85576,88727,91219,94318,97417
"26900","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1095475,1089132,1096058,1114589,1133886,1153305,1176677,1180108,1141299,1141412,1165477,1190492,1214285,1239086,1269276,1299095,1328285,1354093,1382816
"26980","Iowa City, IA (Metropolitan Statistical Area)",101247,103321,105134,107207,109151,111747,114856,116152,116043,115917,119002,121282,123987,124923,126641,129592,130935,131025,131752
"27060","Ithaca, NY (Metropolitan Statistical Area)",64225,64594,66031,67459,68246,68278,69485,70253,68613,67611,67421,68184,68898,67815,69690,69914,69884,70078,69392
"27100","Jackson, MI (Metropolitan Statistical Area)",76959,76539,75903,77085,77179,75802,75170,74162,70410,69182,72195,72243,73846,74190,74819,75584,75227,76029,75844
"27140","Jackson, MS (Metropolitan Statistical Area)",324028,324326,329226,334948,340095,350993,357696,359792,354325,353866,359843,361090,366115,373048,378458,381134,382240,383285,386772
"27180","Jackson, TN (Metropolitan Statistical Area)",101082,99407,99396,100986,100977,102274,103593,103293,98665,98869,101112,102026,102093,103037,103824,105749,106345,107628,109211
"27260","Jacksonville, FL (Metropolitan Statistical Area)",682257,685898,706052,728218,752286,781243,794744,783542,750560,746907,762037,771167,787571,810712,839215,863830,906406,938974,962081
"27340","Jacksonville, NC (Metropolitan Statistical Area)",88590,90613,92408,95728,99289,102152,104594,109708,113560,114629,114456,113433,113476,112789,110289,111844,115842,115183,114581
"27500","Janesville-Beloit, WI (Metropolitan Statistical Area)",83958,83122,83550,84840,85936,87118,87009,84580,78107,77420,77870,79446,80890,82038,83322,84050,85185,86332,87689
"27620","Jefferson City, MO (Metropolitan Statistical Area)",96794,95941,97932,98610,99222,99545,100715,101618,100049,99159,98429,97656,98070,98203,98979,100792,101347,101580,103215
"27740","Johnson City, TN (Metropolitan Statistical Area)",98166,96239,97295,100015,102263,103414,106084,105554,101327,100747,103422,103604,101646,102054,103382,104224,106078,106793,107558
"27780","Johnstown, PA (Metropolitan Statistical Area)",72951,71797,71477,72180,72655,74221,74950,75025,72738,72287,72198,71679,70678,69876,69157,68026,66664,66032,66018
"27860","Jonesboro, AR (Metropolitan Statistical Area)",61014,61139,61586,62829,63514,64964,64741,64977,64443,65208,67910,68060,69158,70423,72438,74446,76793,78214,79784
"27900","Joplin, MO (Metropolitan Statistical Area)",99129,97883,97823,98482,99546,102126,105104,105170,101990,100016,101070,102073,101935,101446,101634,101817,102377,103600,104944
"27980","Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",85069,85815,87997,91839,96095,98710,102898,101182,94943,93935,95096,97164,100042,102722,104666,106881,108639,110356,113729
"28020","Kalamazoo-Portage, MI (Metropolitan Statistical Area)",148422,147622,146659,147672,148848,149364,151002,148550,143338,140779,141490,143342,145786,147914,150360,153170,155493,158117,159623
"28100","Kankakee, IL (Metropolitan Statistical Area)",53784,52857,52113,52379,53554,54878,55452,55182,54090,53693,53599,54818,55123,55371,55582,55168,56571,56346,57058
"28140","Kansas City, MO-KS (Metropolitan Statistical Area)",1208113,1200000,1198497,1214807,1233735,1255225,1286659,1288893,1254465,1237277,1254941,1269552,1288943,1313862,1342598,1367767,1385970,1406538,1425225
"28420","Kennewick-Richland, WA (Metropolitan Statistical Area)",106138,109060,111933,113664,116263,117441,123032,127067,129446,134755,137296,138637,139039,141356,145217,148513,152086,156333,160235
"28660","Killeen-Temple, TX (Metropolitan Statistical Area)",181905,184092,185268,187498,194934,203763,214008,222216,220670,216539,219858,219547,218810,219238,224802,224782,229030,232121,237122
"28700","Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",158986,158930,158839,157418,159083,161822,162848,163301,157034,154844,158091,157063,156849,157324,156738,157780,158121,158606,158812
"28740","Kingston, NY (Metropolitan Statistical Area)",84862,85462,86617,86991,87641,88732,89799,89273,87247,86535,86146,85986,86820,88656,89297,90308,90960,92069,92527
"28940","Knoxville, TN (Metropolitan Statistical Area)",429902,433333,438809,452211,460971,471865,480558,483283,463595,462463,470931,470540,473535,482039,491065,500797,507632,516068,525301
"29020","Kokomo, IN (Metropolitan Statistical Area)",54466,53920,52448,52038,51636,51247,50656,48220,43224,44555,45557,46485,47655,48392,48492,49709,49734,48870,48258
"29100","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",88333,87533,88472,88138,89432,91459,92487,92633,90829,91117,92209,93979,95064,95398,95859,96695,97106,97901,98153
"29180","Lafayette, LA (Metropolitan Statistical Area)",241219,241717,243521,244291,252865,266576,274647,281721,277490,278005,284493,292872,299500,303431,295375,286563,285625,289651,292176
"29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",112123,111411,108782,109760,111853,114338,116329,116405,112440,112302,116157,119327,119791,122078,123159,125223,127343,129958,132073
"29340","Lake Charles, LA (Metropolitan Statistical Area)",108198,108036,107586,106568,108680,110930,113094,115652,112613,110785,112346,114545,117150,123692,129076,135658,143088,145917,143349
"29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",57796,59875,63760,67457,72539,75359,74677,70529,65562,64092,64077,63231,64003,65380,66864,67886,69839,71815,73421
"29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",232840,235387,238688,249751,266193,275020,276628,268495,258199,255704,258249,261791,266990,273845,281071,287267,300270,312797,322930
"29540","Lancaster, PA (Metropolitan Statistical Area)",287532,287524,287563,294482,300350,303188,307737,308123,299341,298774,300897,305697,309716,316744,323991,330644,334652,341734,347010
"29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)",305758,303963,304316,302526,299192,300257,301650,296431,282692,282885,285895,284715,286930,290480,293688,296894,299510,300855,303038
"29700","Laredo, TX (Metropolitan Statistical Area)",90442,95631,98782,103893,108658,113275,117861,119894,118445,119888,126846,128758,132181,135967,139279,140062,141493,144274,148363
"29740","Las Cruces, NM (Metropolitan Statistical Area)",78825,80989,83352,86099,89628,91995,94725,95890,94906,95627,97248,97093,98950,99350,99925,100621,99948,102367,103693
"29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",882073,896528,941654,1011906,1087078,1145464,1174103,1160263,1081892,1056986,1076766,1092996,1125627,1168811,1216015,1264078,1303179,1354799,1397879
"29940","Lawrence, KS (Metropolitan Statistical Area)",67353,65803,66165,67337,67579,68153,69124,67975,67419,66702,66327,66197,67805,69520,70431,71520,73578,74410,75267
"30020","Lawton, OK (Metropolitan Statistical Area)",64488,64635,64923,66046,64462,67139,68756,69391,69558,71532,69613,68302,68861,68608,68984,68523,68691,68473,69339
"30140","Lebanon, PA (Metropolitan Statistical Area)",58544,58829,59506,60913,62302,64150,65328,64936,64003,64608,66020,67515,67426,67167,66946,67320,67376,68469,69994
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)",33539,33446,33600,33585,33984,34467,35176,34975,33927,33982,33980,33494,34437,34882,35302,35917,36445,36124,36318
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)",59480,60214,60114,60631,60554,61323,62993,62500,60515,60259,60362,60347,60395,61256,61710,62440,62615,63255,63892
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)",297666,293692,296949,301335,307901,316801,324498,322909,312564,312898,317157,321742,327542,335671,345937,352190,356699,357809,361874
"30620","Lima, OH (Metropolitan Statistical Area)",69825,69133,68371,68615,68553,67907,66745,65417,62898,62432,62950,63339,63598,63375,63572,63434,63914,63626,63768
"30700","Lincoln, NE (Metropolitan Statistical Area)",196992,198177,200972,203838,206855,209583,213477,212954,209775,208789,210610,215151,218788,222010,226752,229352,230594,235618,238292
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",395201,393400,397411,403985,412763,423919,432635,433707,426980,427388,435010,435672,438755,441889,448764,453577,458699,463348,467388
"30860","Logan, UT-ID (Metropolitan Statistical Area)",59183,60144,62064,64377,65734,68179,71644,72983,71800,71850,73553,74294,75291,77432,79605,81224,83427,85544,87960
"30980","Longview, TX (Metropolitan Statistical Area)",143402,142651,143488,144629,149152,153906,160757,165638,161784,163902,166676,172032,174027,175411,174384,171410,170240,172769,174874
"31020","Longview, WA (Metropolitan Statistical Area)",47910,46430,46147,46412,47467,48319,49380,48587,46239,45873,45880,45861,46455,48210,48551,48795,50055,50667,51607
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",7247391,7236765,7270628,7374051,7475717,7603489,7727181,7623443,7303651,7244649,7398718,7684611,7926250,8163879,8403138,8563949,8655774,8850436,9027619
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",705441,696603,695620,703467,715555,729842,744101,739848,715565,713517,723731,738035,752554,769694,788122,805329,816771,828689,837815
"31180","Lubbock, TX (Metropolitan Statistical Area)",157772,157232,156117,158613,161147,164127,166211,170038,170816,170484,174057,176461,181118,184474,188340,194062,198602,200917,204363
"31340","Lynchburg, VA (Metropolitan Statistical Area) *",127137,124534,124264,126419,129811,132755,135949,137054,133014,131504,131578,132229,132789,134231,135058,135132,136763,138984,140395
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)",123568,123274,124397,126769,127960,128869,129865,131938,126729,126182,128211,129506,130173,132995,134807,133478,136481,138325,139879
"31460","Madera, CA (Metropolitan Statistical Area)",50566,51998,54041,56155,57801,60055,60959,59936,58448,57484,57253,59606,61063,62799,61468,63735,64594,66075,67715
"31540","Madison, WI (Metropolitan Statistical Area)",414371,417989,422526,432853,442110,447330,454846,454618,444144,444555,454166,462205,468445,477959,488703,502017,505738,512106,522164
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)",245028,242388,246090,250596,255100,256756,260416,258229,250764,247058,249484,250653,254365,258584,264868,269095,271938,276114,280504
"31740","Manhattan, KS (Metropolitan Statistical Area)",72131,70552,71515,73407,73636,77822,83397,86711,87487,89283,88981,89097,88198,88924,89211,88057,90026,90547,91283
"31860","Mankato, MN (Metropolitan Statistical Area)",61726,62351,62587,63325,65189,67013,67773,67301,65739,65596,66932,67085,68260,68719,70068,70620,71521,72209,73016
"31900","Mansfield, OH (Metropolitan Statistical Area)",74473,73890,72842,72726,72383,72402,71443,70018,65881,64781,66089,64818,64761,65561,65097,65023,64552,65391,65105
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",220968,230567,242793,256668,270969,282999,302755,308229,310579,316440,329907,335365,342957,354052,361838,368389,374878,387937,396490
"32780","Medford, OR (Metropolitan Statistical Area)",103859,103968,107562,111967,115395,117401,119400,116112,110154,109131,109021,109916,112518,114835,117913,120461,122932,126178,127649
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)",758173,754664,756930,765700,777265,796326,811693,808339,780007,778121,792172,797051,801075,813992,826663,840909,848607,862397,875032
"32900","Merced, CA (Metropolitan Statistical Area)",82590,87067,87520,87874,87573,90187,92968,90756,88875,88611,88469,92113,94681,97907,100019,100917,103870,106173,107288
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2854679,2884746,2947087,3033206,3153331,3234598,3292421,3238672,3113043,3125007,3232075,3317113,3435024,3586387,3752366,3836912,3948902,4108797,4201387
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)",58597,57869,56932,56935,57591,57497,57996,57091,54442,53238,53913,53668,53431,53503,53302,53137,53171,53278,53548
"33220","Midland, MI (Metropolitan Statistical Area)",45811,45388,44687,44371,44863,45446,46416,46547,45169,45043,45974,45863,46562,47548,47793,47562,47232,47743,48064
"33260","Midland, TX (Metropolitan Statistical Area)",78340,78309,81345,82457,86823,92598,97097,105642,102364,107924,113311,126039,133198,141796,142616,141375,146709,158443,162703
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1007270,993676,991375,1000338,1008163,1019482,1032273,1031665,990276,981214,994345,1000506,1014559,1025449,1037385,1044490,1051229,1064144,1071038
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2160572,2149673,2159233,2193049,2236087,2271775,2303992,2295814,2220758,2213817,2265061,2294188,2335231,2376165,2424287,2460360,2495861,2533230,2565549
"33540","Missoula, MT (Metropolitan Statistical Area)",68296,69240,70828,72124,73462,75245,77712,76966,75735,75059,76137,76750,77713,78866,80155,82171,83777,85980,87572
"33660","Mobile, AL (Metropolitan Statistical Area)",221613,219084,217261,218847,225206,232657,239469,240257,231767,232814,239023,235118,234461,236756,239814,241921,242461,243683,246248
"33700","Modesto, CA (Metropolitan Statistical Area)",211128,215168,217369,219983,224867,225192,228447,223665,212934,210904,212134,218345,224470,230538,237560,242448,246773,252909,257494
"33740","Monroe, LA (Metropolitan Statistical Area)",109919,111467,111044,110911,110477,111767,112767,112693,110885,110563,113128,114107,115358,116549,116783,117259,116315,116394,116093
"33780","Monroe, MI (Metropolitan Statistical Area)",59030,58898,58696,58876,59054,59603,59132,57260,53469,52532,53377,54458,56252,57525,57934,57983,57621,57956,57697
"33860","Montgomery, AL (Metropolitan Statistical Area)",209312,210012,212969,216880,222859,227676,234199,231517,223844,220603,221792,218631,219385,221207,222803,225577,227962,227910,229408
"34060","Morgantown, WV (Metropolitan Statistical Area)",63393,64332,64987,67260,69278,70374,73433,75367,76187,77855,78369,80642,81746,82932,84305,84204,85907,86921,87598
"34100","Morristown, TN (Metropolitan Statistical Area)",64956,63886,64462,66066,65691,66402,66741,65924,61248,60947,61382,61631,62084,63096,64151,65348,66847,67502,68900
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",58680,58710,59854,60779,63202,64921,66686,66360,63177,62291,62388,62620,64896,66269,66731,67703,69125,70912,72221
"34620","Muncie, IN (Metropolitan Statistical Area)",68548,65882,64632,63457,62542,63302,63379,62103,59146,57777,58559,58940,58993,58583,59592,60292,60316,60091,60082
"34740","Muskegon, MI (Metropolitan Statistical Area)",79334,78856,79851,81907,82256,82617,81964,80353,75602,74814,76745,77708,78231,79806,80448,79879,81163,81388,80904
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",161326,163517,168876,178122,189671,202101,208184,204744,194533,192085,197161,200115,205939,211151,216873,224585,231108,240796,246096
"34900","Napa, CA (Metropolitan Statistical Area)",83462,85105,85767,87004,87728,88027,91173,91679,88602,87944,89319,92257,96123,99871,103116,103098,104707,107598,109197
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)",151622,157775,168142,177642,182757,190179,186380,178682,169935,170283,176891,183066,190509,200950,210279,217151,222579,231736,238593
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",943611,942326,953159,985139,1017222,1047270,1072095,1066093,1027675,1028788,1056969,1090660,1126503,1173932,1222355,1272991,1323420,1369274,1414855
"35100","New Bern, NC (Metropolitan Statistical Area)",64919,64573,65373,67058,68387,69504,70196,69705,67944,67088,66549,66858,66965,67107,67414,68214,67507,67552,68395
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)",474576,474530,472083,482152,485556,491429,498327,496820,483308,477548,482732,487938,492770,496755,501018,504362,506415,511150,515387
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)",775759,774909,779325,783035,699855,648243,691840,715249,715352,725378,730928,745943,762258,776588,791515,797216,799115,810813,822910
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",10250875,10187653,10217610,10371671,10533708,10720893,11017676,11117086,10893447,10924348,11240143,11396724,11634909,11919980,12210602,12418037,12576761,12884057,13142753
"35660","Niles, MI (Metropolitan Statistical Area)",87082,85403,84103,84376,84908,84495,86793,85422,80366,80301,80616,80626,80941,82471,83445,82720,83563,83419,83526
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",324277,343092,348500,367129,387813,399382,397906,372080,355547,346051,352488,361757,375452,394090,411471,419629,434327,449945,461954
"35980","Norwich-New London, CT (Metropolitan Statistical Area)",163919,167600,168575,169467,172255,172895,174716,176181,171178,168288,168024,166652,165954,164518,164722,165649,167615,167628,167200
"36100","Ocala, FL (Metropolitan Statistical Area)",111456,114392,119807,126037,134595,143125,145863,140813,131466,128566,129797,132017,134612,138693,141993,146362,150165,155440,159229
"36140","Ocean City, NJ (Metropolitan Statistical Area)",55135,55661,56471,58373,60454,60128,59741,59281,58521,58088,58106,58053,58719,59771,60315,60702,61683,62116,63074
"36220","Odessa, TX (Metropolitan Statistical Area)",64327,64267,64158,65340,67933,72744,76549,81181,77006,78317,85207,91845,94473,100580,97158,90247,95528,104366,107412
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)",259182,263457,266987,276026,283624,294833,308361,309968,301210,297159,304022,308441,315443,324254,335517,346596,357552,369335,378978
"36420","Oklahoma City, OK (Metropolitan Statistical Area)",707782,703510,703638,718972,733082,749113,764900,780121,766965,771479,790633,814008,832875,846322,857636,861765,868121,883183,897278
"36500","Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",111844,114979,118075,120654,124210,128590,133305,134597,130603,128661,128331,130341,133679,137128,140196,144642,149914,154781,157297
"36540","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",538485,534297,536725,544747,552642,564063,574920,580743,572076,568925,574938,583893,592998,603939,615879,623116,631036,639207,648397
"36740","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1083195,1082826,1121204,1179837,1250750,1303562,1340657,1316027,1253746,1254307,1295438,1335426,1374925,1438203,1504935,1567917,1645096,1727406,1776688
"36780","Oshkosh-Neenah, WI (Metropolitan Statistical Area)",106369,107051,106191,107034,108304,109149,110165,111420,107969,108916,111014,110642,111756,112446,113078,115456,116136,116253,116006
"36980","Owensboro, KY (Metropolitan Statistical Area)",62827,62105,62423,62784,62984,64127,65389,65107,63026,63217,64634,66237,66028,66085,67080,67737,67805,67858,68091
"37100","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",407454,415664,422993,428584,435416,441017,447553,441320,427303,424867,430069,438470,446574,456374,460902,463261,465627,473480,482248
"37340","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",244989,244592,252217,261987,272273,278457,277306,269411,258623,256563,257435,258429,260571,265366,272815,279778,291569,303723,313828
"37460","Panama City, FL (Metropolitan Statistical Area)",84003,85801,87915,93082,97038,100143,100794,99109,96101,95619,96586,96974,98845,102760,105232,107076,108279,109765,105766
"37620","Parkersburg-Vienna, WV (Metropolitan Statistical Area)",53714,52634,52167,52520,52249,52837,52695,51861,50384,50082,50711,51018,50539,50441,49803,48576,47467,46795,47220
"37860","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",209983,209430,213127,219672,223707,229442,232026,225906,217869,217732,220462,221297,225222,229456,233478,239657,247966,255027,262091
"37900","Peoria, IL (Metropolitan Statistical Area)",230044,225385,222766,226357,229721,235298,239851,240765,229705,229879,234161,237196,231850,231284,230866,226974,224540,224449,224181
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",3267912,3266732,3280167,3324106,3384631,3436677,3488513,3501145,3415648,3410339,3451664,3476792,3525836,3585839,3646425,3728781,3784627,3849638,3918093
"38060","Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",1952759,1963854,2015185,2104069,2245171,2363627,2425683,2378751,2246716,2209907,2264667,2311182,2375850,2441648,2529473,2613104,2693572,2790209,2886513
"38220","Pine Bluff, AR (Metropolitan Statistical Area)",49489,48574,48948,49671,49426,49191,48352,47892,47573,47239,47240,46585,45148,43947,43835,43550,42950,42830,42396
"38300","Pittsburgh, PA (Metropolitan Statistical Area)",1386079,1377923,1364807,1372751,1378023,1389178,1409989,1414771,1385475,1390551,1413965,1432340,1440803,1449347,1458998,1463758,1477207,1496627,1514579
"38340","Pittsfield, MA (Metropolitan Statistical Area)",79964,80215,79900,80034,81565,82231,83314,83438,81386,80930,81165,82425,83432,83999,86252,85644,85793,85848,86326
"38540","Pocatello, ID (Metropolitan Statistical Area)",47949,47257,47934,49500,50751,51729,52537,51219,49341,48343,48696,48567,49033,49808,50668,51080,51994,52621,53809
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)",329579,330414,335323,343215,343183,348308,353971,353530,343960,342237,345578,347932,351294,355934,362236,369392,376756,384132,391110
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1230201,1213408,1216494,1248863,1289785,1330456,1368280,1367770,1310373,1306785,1333678,1358131,1389540,1433716,1481578,1524541,1570931,1606393,1642485
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)",143578,148128,155145,166986,179580,187529,189637,183487,175818,176756,179263,181956,185834,194076,202465,210082,217830,226382,233225
"39100","Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",303862,308074,313034,320334,325155,327925,331551,332459,325667,323882,328527,328574,332270,336416,342370,343525,347985,354476,360090
"39150","Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",76403,78539,80739,84763,90797,95889,98495,95085,89442,87118,87057,88290,90098,92459,94894,97412,99040,102155,103773
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)",855796,859087,865534,877834,883474,889734,898480,886236,855319,852089,860585,865547,881148,898598,919849,929554,939917,954815,965516
"39340","Provo-Orem, UT (Metropolitan Statistical Area)",207244,208369,211327,222605,236232,250781,268048,268390,262149,259785,269378,278458,289890,301334,317112,334968,350981,371186,382745
"39380","Pueblo, CO (Metropolitan Statistical Area)",71286,70850,70865,70866,71955,73457,75882,76134,74761,74419,75213,75114,75144,76203,77382,78711,80182,81072,82308
"39460","Punta Gorda, FL (Metropolitan Statistical Area)",55287,54855,55225,57451,59929,64678,64346,61774,59476,59627,60926,61871,63459,65560,68119,69745,71344,73802,75702
"39540","Racine, WI (Metropolitan Statistical Area)",95781,94908,94955,96430,97069,97225,97383,96571,92186,91779,93336,94216,93412,94841,95298,94630,95112,96783,96966
"39580","Raleigh-Cary, NC (Metropolitan Statistical Area)",548246,551503,559703,578156,605919,640331,677941,684070,665891,666828,688337,708499,728481,757589,792599,819803,845255,876277,903481
"39660","Rapid City, SD (Metropolitan Statistical Area)",78241,78759,79275,80886,81783,82808,84457,85759,85075,84935,86445,87171,88259,89551,89692,90817,92449,93553,94606
"39740","Reading, PA (Metropolitan Statistical Area)",207227,204712,202718,206368,210061,216496,219162,217938,210367,211636,214240,215262,216789,219852,222716,224683,225511,228850,232853
"39820","Redding, CA (Metropolitan Statistical Area)",85889,88589,89688,90490,91346,93130,94482,90773,86195,84019,84116,84888,85738,87994,89872,90411,90801,92242,93816
"39900","Reno, NV (Metropolitan Statistical Area)",242495,243158,248625,259523,269843,278718,286859,278417,259859,253315,255352,255675,263928,268654,278591,290039,302382,316138,323849
"40060","Richmond, VA (Metropolitan Statistical Area) *",693624,694968,696698,711903,730868,746208,764549,764229,741657,737786,750925,763931,776183,789685,814600,832974,849329,862933,877697
"40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",1402821,1458784,1517838,1611428,1698878,1766253,1799604,1747886,1665991,1638713,1678261,1727702,1788301,1868308,1944593,1995550,2055518,2124375,2186300
"40220","Roanoke, VA (Metropolitan Statistical Area) *",191045,188705,187372,190307,194972,200015,202744,201279,193947,190548,192046,193632,194154,195888,196537,197147,196771,198428,200538
