CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
39820,,,"Redding, CA",Metropolitan Statistical Area,177223,177221,177274,177588,177875,178397,178844,178314,178571,179384,179709,180080,53,314,287,522,447,-530,257,813,325,371,533,2105,2059,2108,2142,2097,2061,1979,2032,1977,466,2049,2008,2072,2160,2281,2213,2400,2376,2297,-25,-8,-41,-35,-39,-15,-12,-10,-8,-16
39900,,,"Reno, NV",Metropolitan Statistical Area,425417,425442,425951,427901,431208,434878,440110,446329,453709,460605,468335,475642,509,1950,3307,3670,5232,6219,7380,6896,7730,7307,1418,5388,5227,5440,5353,5466,5476,5311,5260,5270,920,3413,3403,3588,3659,3703,3843,4188,4027,4053,-37,-11,-16,-26,38,29,25,35,40,45
40060,,,"Richmond, VA",Metropolitan Statistical Area,1186501,1186471,1188246,1197059,1211015,1222549,1235006,1246665,1258471,1269566,1281053,1291900,1775,8813,13956,11534,12457,11659,11806,11095,11487,10847,3722,14259,14426,14427,14423,14821,14822,14676,14921,14752,2346,9496,9474,10007,10052,10586,10630,10889,11198,11145,-52,6,54,-15,-25,13,7,-45,-30,-45
40140,,,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,4224851,4224948,4242424,4294897,4334716,4369493,4415343,4461227,4512041,4565909,4612542,4650631,17476,52473,39819,34777,45850,45884,50814,53868,46633,38089,14680,62442,60270,60498,61026,61810,61443,60608,59091,58823,6432,26658,26670,27697,27859,29028,30051,30608,33245,33371,346,-48,-345,-298,-569,-327,-99,-124,-71,-84
40220,,,"Roanoke, VA",Metropolitan Statistical Area,308707,308666,308589,309134,310479,311878,312747,313152,312647,312988,313033,313222,-77,545,1345,1399,869,405,-505,341,45,189,776,3263,3296,3397,3334,3318,3348,3200,3099,3040,808,3371,3284,3432,3337,3476,3492,3686,3699,3710,-10,-8,-23,-19,-50,-23,-15,-24,-21,-24
40340,,,"Rochester, MN",Metropolitan Statistical Area,206877,206888,207222,208473,209547,211502,212659,213933,216163,217993,219814,221921,334,1251,1074,1955,1157,1274,2230,1830,1821,2107,752,2962,2814,2858,2940,2965,2890,2875,2811,2813,302,1506,1464,1522,1561,1602,1628,1596,1702,1671,-1,-3,-23,-19,-11,-12,-10,-14,-10,-4
40380,,,"Rochester, NY",Metropolitan Statistical Area,1079671,1079704,1079974,1081557,1081508,1081736,1080094,1077092,1074063,1071962,1071621,1069644,270,1583,-49,228,-1642,-3002,-3029,-2101,-341,-1977,3047,11965,11639,11811,11504,11670,11375,11015,11095,10865,2317,9550,9581,9597,9443,9958,9690,9864,10034,9882,-47,-17,-50,-26,5,10,5,-1,-18,-13
40420,,,"Rockford, IL",Metropolitan Statistical Area,349431,349431,349184,347773,345819,344692,342409,340727,339635,338194,337110,336116,-247,-1411,-1954,-1127,-2283,-1682,-1092,-1441,-1084,-994,1035,4382,4171,4143,4135,4244,4235,4241,4041,4009,627,3108,2994,3215,3267,3447,3301,3381,3530,3345,18,7,73,23,54,15,-1,8,3,2
40580,,,"Rocky Mount, NC",Metropolitan Statistical Area,152392,152368,152405,151790,150862,149843,149066,147529,147236,146775,146078,145770,37,-615,-928,-1019,-777,-1537,-293,-461,-697,-308,465,1762,1787,1747,1752,1632,1636,1685,1670,1650,375,1571,1555,1611,1539,1674,1720,1701,1785,1675,-16,0,28,21,2,11,-5,-4,-5,-5
40660,,,"Rome, GA",Metropolitan Statistical Area,96317,96314,96431,96161,95940,95880,95868,96186,96698,97500,97964,98498,117,-270,-221,-60,-12,318,512,802,464,534,324,1302,1130,1186,1135,1168,1238,1211,1164,1133,202,984,1011,1040,1025,1044,1114,1079,1142,1140,-8,0,-4,-9,-15,-9,-6,-3,-5,-2
40900,,,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,2149127,2149150,2153613,2172948,2190266,2210512,2235640,2263121,2291533,2319572,2341940,2363730,4463,19335,17318,20246,25128,27481,28412,28039,22368,21790,6925,28104,27147,27102,27458,27447,27258,27066,26885,26752,3721,15533,15836,15884,16252,17054,17291,17859,18871,18933,-99,-29,-333,-272,-242,-157,-53,-26,-44,-23
40980,,,"Saginaw, MI",Metropolitan Statistical Area,200169,200169,199862,198899,198363,196794,195248,193305,192507,191965,190791,190539,-307,-963,-536,-1569,-1546,-1943,-798,-542,-1174,-252,584,2225,2375,2303,2296,2162,2220,2242,2238,2188,546,1994,2001,2047,2001,2095,2140,2180,2162,2138,8,2,-1,31,31,14,-2,-1,1,-6
41060,,,"St. Cloud, MN",Metropolitan Statistical Area,189093,189093,189218,190090,190562,191552,193109,195425,196912,198436,200166,201964,125,872,472,990,1557,2316,1487,1524,1730,1798,636,2529,2430,2482,2537,2635,2605,2516,2641,2577,323,1233,1313,1260,1286,1369,1336,1414,1441,1374,1,0,8,-5,-23,-20,-2,-3,-3,-7
41100,,,"St. George, UT",Metropolitan Statistical Area,138115,138115,138389,141249,144139,146987,151081,154650,159352,165929,171567,177556,274,2860,2890,2848,4094,3569,4702,6577,5638,5989,607,2388,2165,2151,2243,2232,2197,2192,2213,2244,301,1056,1065,1183,1157,1203,1305,1310,1461,1368,-15,0,37,20,65,27,11,28,19,28
41140,,,"St. Joseph, MO-KS",Metropolitan Statistical Area,127329,127319,127271,127700,127908,127635,127261,126724,126597,126323,125998,125223,-48,429,208,-273,-374,-537,-127,-274,-325,-775,389,1598,1618,1492,1552,1556,1554,1502,1431,1425,296,1314,1351,1389,1296,1350,1292,1323,1295,1239,9,-4,-17,-7,5,-1,-3,1,-7,-2
41180,,,"St. Louis, MO-IL",Metropolitan Statistical Area,2787701,2787751,2789989,2795155,2796682,2799472,2803430,2807503,2805502,2805758,2803958,2803228,2238,5166,1527,2790,3958,4073,-2001,256,-1800,-730,8653,34816,34242,33698,34089,34027,33741,33098,32223,31686,5730,24823,24653,25467,25326,26665,26439,27374,27738,27669,-108,-26,-150,-96,-132,-133,-4,-46,-33,-53
41420,,,"Salem, OR",Metropolitan Statistical Area,390738,390738,391479,393978,396076,398015,402092,408022,416818,424242,430404,433903,741,2499,2098,1939,4077,5930,8796,7424,6162,3499,1421,5329,5234,5156,5206,5218,5379,5376,5275,5258,815,3138,3209,3338,3222,3549,3491,3570,3570,3596,-40,-15,-92,-69,-39,25,19,14,8,-3
41500,,,"Salinas, CA",Metropolitan Statistical Area,415057,415059,416373,420456,424788,426712,428475,430552,433953,434534,433950,434061,1314,4083,4332,1924,1763,2077,3401,581,-584,111,1675,6862,6811,6564,6458,6455,6326,6046,5885,5797,517,2326,2379,2461,2373,2488,2610,2558,2729,2742,-19,-7,-98,16,15,-6,-20,1,7,-4
41540,,,"Salisbury, MD-DE",Metropolitan Statistical Area,373802,373754,374821,378196,381216,384567,388766,393526,398676,404155,409999,415726,1067,3375,3020,3351,4199,4760,5150,5479,5844,5727,1083,4213,4213,4104,4162,4072,4225,4293,4179,4170,840,3859,3777,3995,4058,4333,4313,4571,4674,4799,15,0,38,29,92,40,10,25,22,29
41620,,,"Salt Lake City, UT",Metropolitan Statistical Area,1087873,1087808,1091478,1106800,1123748,1140025,1151447,1164912,1184721,1204205,1218681,1232696,3670,15322,16948,16277,11422,13465,19809,19484,14476,14015,5023,19008,18693,19233,18796,18551,18450,18347,17431,17555,1511,5989,6323,6528,6467,6956,7010,7063,6933,7094,-80,-24,-116,-87,-188,-139,-13,-12,-23,-32
41660,,,"San Angelo, TX",Metropolitan Statistical Area,112966,112968,113422,114513,116071,117519,119233,120390,120535,120365,120834,122027,454,1091,1558,1448,1714,1157,145,-170,469,1193,405,1538,1564,1555,1612,1750,1673,1586,1559,1525,211,1021,1027,997,1109,1064,1023,1115,1157,1100,10,-1,15,4,25,-5,-5,-3,-7,2
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,2142508,2142520,2153009,2193923,2236981,2280002,2328894,2379232,2426276,2472121,2512379,2550960,10489,40914,43058,43021,48892,50338,47044,45845,40258,38581,7437,31253,30974,31617,32851,33875,33811,33029,32593,32592,3551,14852,14827,15980,15967,16871,16781,17428,18531,18551,293,79,380,337,404,169,42,88,49,49
41740,,,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,3095313,3095349,3103212,3137156,3174335,3209768,3248877,3280850,3306089,3321237,3333861,3338330,7863,33944,37179,35433,39109,31973,25239,15148,12624,4469,10719,44687,43829,43744,44247,44443,43367,42299,40673,40603,4681,19666,19880,20731,19874,20552,21037,21535,22670,23052,-304,-79,-580,-447,-430,-431,-152,-127,-139,-84
41860,,,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,4335391,4335593,4343634,4395725,4455473,4519636,4584981,4647924,4688198,4712421,4726314,4731803,8041,52091,59748,64163,65345,62943,40274,24223,13893,5489,12890,51983,51039,52201,52069,52637,52269,51881,50271,50140,6760,28482,28267,29229,28342,29541,29625,30386,31610,32966,-208,-28,93,121,14,-134,-150,-182,-128,-95
41940,,,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,1836911,1836951,1841556,1868031,1894452,1923664,1949578,1974501,1987593,1992674,1993804,1990660,4605,26475,26421,29212,25914,24923,13092,5081,1130,-3144,6058,24789,24136,24918,24142,24412,23967,23406,22576,22487,2202,9427,9585,9762,9747,10190,10444,10600,11048,11582,-26,-45,-377,-319,-318,-132,28,65,39,75
42020,,,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,269637,269597,269802,271058,274160,275696,278227,280077,281803,282481,283354,283111,205,1256,3102,1536,2531,1850,1726,678,873,-243,704,2644,2627,2629,2633,2601,2627,2584,2519,2488,519,2256,2270,2259,2244,2310,2358,2519,2498,2465,-32,-5,47,-34,6,-22,-7,-12,-5,-14
42100,,,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,262382,262350,263147,264858,266340,268816,270861,273503,274396,274856,273841,273213,797,1711,1482,2476,2045,2642,893,460,-1015,-628,812,3243,3162,2984,2892,2981,2825,2738,2571,2540,442,1700,1672,1728,1732,1721,1727,1783,1776,1885,25,-5,-56,-5,-30,-4,-13,-12,0,-3
42140,,,"Santa Fe, NM",Metropolitan Statistical Area,144170,144232,144522,145847,146722,147465,147782,148098,148758,149491,149761,150358,290,1325,875,743,317,316,660,733,270,597,341,1481,1383,1323,1313,1334,1281,1231,1216,1189,213,1024,1054,1115,1082,1133,1216,1153,1225,1191,-10,-6,-24,-14,-32,-22,-8,-7,-9,-6
42200,,,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,423895,423947,424231,425453,429699,434601,439045,442229,444340,445298,445780,446499,284,1222,4246,4902,4444,3184,2111,958,482,719,1510,5748,5640,5703,5760,5810,5586,5522,5431,5390,760,2864,2860,2984,2977,3008,3122,3233,3281,3288,9,4,-67,-35,-84,-38,-8,-13,-2,-12
42220,,,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,483878,483861,484755,487421,489993,494073,498560,500863,502547,502469,498643,494336,894,2666,2572,4080,4487,2303,1684,-78,-3826,-4307,1420,5309,5046,5068,4998,5065,4992,4935,4539,4509,954,3870,3854,3914,3999,4032,4117,4285,4240,4379,-21,-15,-72,-23,-5,-69,-29,-28,3,0
42340,,,"Savannah, GA",Metropolitan Statistical Area,347611,347597,348640,355582,361745,365103,371275,377827,383153,386394,389453,393353,1043,6942,6163,3358,6172,6552,5326,3241,3059,3900,1118,4901,5222,5180,5180,5376,5327,5064,4948,4885,583,2810,2696,2904,2960,3052,3070,3189,3254,3306,6,33,64,-5,65,32,-6,-21,-16,-24
42540,,,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,563631,563604,563740,563676,563704,561495,560146,557734,555722,555655,555215,553885,136,-64,28,-2209,-1349,-2412,-2012,-67,-440,-1330,1474,5595,5764,5568,5666,5712,5668,5653,5585,5537,1600,7011,6805,7281,6948,7209,6849,7035,6988,6804,-77,-25,-132,-39,-47,-18,-9,-31,-22,-23
42660,,,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,3439809,3439808,3449241,3503891,3558829,3612347,3675160,3739654,3816355,3885579,3935179,3979845,9433,54650,54938,53518,62813,64494,76701,69224,49600,44666,11332,44305,44824,45466,46153,46488,47292,47664,46263,46679,5170,22637,22394,23208,23375,24347,24752,25518,26287,27051,-204,63,-71,82,63,-18,167,101,14,-10
42680,,,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,138028,138028,138270,139103,140473,141895,144445,147434,151159,154241,157187,159923,242,833,1370,1422,2550,2989,3725,3082,2946,2736,315,1323,1245,1223,1263,1234,1248,1273,1296,1283,409,1745,1716,1846,1892,2064,1990,1991,2133,2177,-2,-6,21,-2,61,34,17,11,11,18
42700,,,"Sebring-Avon Park, FL",Metropolitan Statistical Area,98786,98784,98635,98477,98222,98077,98584,100137,102041,103852,104933,106221,-149,-158,-255,-145,507,1553,1904,1811,1081,1288,218,912,902,879,895,938,927,907,870,854,413,1393,1443,1489,1428,1458,1487,1639,1670,1627,-19,-11,-25,-11,-1,11,2,1,-1,4
43100,,,"Sheboygan, WI",Metropolitan Statistical Area,115507,115512,115524,115208,114767,114697,114982,115196,115030,115089,115233,115340,12,-316,-441,-70,285,214,-166,59,144,107,365,1325,1248,1288,1174,1279,1286,1240,1222,1226,225,1023,1062,1163,1025,1123,1123,1175,1083,1079,0,-1,12,-4,-23,-12,-2,-5,-7,-5
43300,,,"Sherman-Denison, TX",Metropolitan Statistical Area,120877,120877,121034,121430,121854,122362,123599,125628,128291,131152,133787,136212,157,396,424,508,1237,2029,2663,2861,2635,2425,331,1550,1438,1531,1545,1563,1562,1568,1616,1630,295,1357,1350,1397,1346,1403,1401,1393,1538,1494,-12,-5,-29,-20,1,10,4,8,3,6
43340,,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,398604,398606,399935,403880,407435,406237,404534,404000,401947,400161,397281,394706,1329,3945,3555,-1198,-1703,-534,-2053,-1786,-2880,-2575,1471,5956,6109,5954,5939,5825,5629,5284,5086,4920,867,3857,3858,4115,4079,4057,4132,4147,4167,4150,10,1,40,40,41,-11,1,6,-1,-1
43420,,,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,131346,131359,131822,133097,132017,129578,127314,126454,125686,124864,126411,125922,463,1275,-1080,-2439,-2264,-860,-768,-822,1547,-489,398,1770,1688,1631,1681,1608,1555,1412,1361,1348,266,1218,1218,1272,1243,1251,1338,1331,1399,1312,-2,-1,41,90,84,12,-5,2,6,4
43580,,,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,143577,143582,143901,144171,143723,143623,143590,143736,143844,143165,143787,144701,319,270,-448,-100,-33,146,108,-679,622,914,608,2114,2183,2108,2134,2153,2116,2090,2028,2012,343,1279,1259,1262,1257,1339,1250,1415,1246,1196,-7,5,32,11,15,-4,0,3,3,-7
43620,,,"Sioux Falls, SD",Metropolitan Statistical Area,228261,228264,229099,232150,237032,241772,246133,250012,254602,260083,263810,268232,835,3051,4882,4740,4361,3879,4590,5481,3727,4422,1009,3685,3777,3704,3907,3914,3940,3945,3932,3931,456,1692,1678,1581,1677,1811,1778,1900,1840,1823,1,1,49,52,31,-10,-6,3,-1,7
43780,,,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,319224,319203,319044,318884,318296,318639,319410,319703,321144,321538,322697,323613,-159,-160,-588,343,771,293,1441,394,1159,916,979,4012,3978,4026,3982,4018,4004,4032,3949,3925,708,3022,3020,3047,3143,3234,3107,3289,3144,2989,8,-2,11,-28,-46,-28,-20,-10,-2,-7
43900,,,"Spartanburg, SC",Metropolitan Statistical Area,284307,284304,284731,286102,288176,290414,292981,296558,300867,306740,314137,319785,427,1371,2074,2238,2567,3577,4309,5873,7397,5648,899,3683,3574,3513,3518,3570,3624,3732,3867,3897,593,2743,2763,2898,2941,3095,2979,3109,3217,3178,-30,-11,-33,-5,-8,12,6,20,15,15
44060,,,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,514752,514752,515553,516889,518930,521603,526336,532163,541030,550259,558827,568521,801,1336,2041,2673,4733,5827,8867,9229,8568,9694,1600,6310,6283,6530,6404,6383,6531,6519,6281,6314,1041,4537,4427,4819,4521,4918,5081,4950,5392,5287,-61,-10,-108,-81,-44,-9,17,20,19,30
44100,,,"Springfield, IL",Metropolitan Statistical Area,210170,210170,210465,211736,212095,211713,211692,211254,210424,209365,207928,206868,295,1271,359,-382,-21,-438,-830,-1059,-1437,-1060,666,2539,2453,2397,2391,2434,2401,2406,2383,2323,539,1916,1968,1971,1976,2100,2064,2099,2223,2228,-15,-8,-37,-5,-15,-11,1,4,2,3
44140,,,"Springfield, MA",Metropolitan Statistical Area,692942,693059,694935,698017,699061,699964,701671,700688,699804,699387,700138,697382,1876,3082,1044,903,1707,-983,-884,-417,751,-2756,1782,7290,7218,7070,7023,6822,6669,6509,6528,6474,1485,6102,5989,6413,6305,6459,6211,6670,6758,6545,51,-6,2,-22,-82,8,0,7,2,0
44180,,,"Springfield, MO",Metropolitan Statistical Area,436712,436756,437349,440432,444329,448427,451556,455593,457917,462090,466273,470300,593,3083,3897,4098,3129,4037,2324,4173,4183,4027,1382,5690,5534,5674,5693,5797,5785,5715,5428,5478,992,3867,3870,4071,4063,4302,4305,4603,4459,4410,-26,-11,31,22,-45,-26,-21,-11,-4,2
44220,,,"Springfield, OH",Metropolitan Statistical Area,138333,138339,138274,137811,137171,136638,136311,135746,134723,134549,134528,134083,-65,-463,-640,-533,-327,-565,-1023,-174,-21,-445,436,1623,1592,1600,1554,1629,1584,1547,1610,1554,378,1601,1709,1745,1616,1802,1820,1827,1687,1661,-9,-2,-8,-13,-17,-9,-1,-7,-6,-6
44300,,,"State College, PA",Metropolitan Statistical Area,153990,154005,154230,155067,155826,158231,159653,160466,162034,162316,162601,162385,225,837,759,2405,1422,813,1568,282,285,-216,366,1192,1286,1242,1202,1274,1247,1227,1137,1147,224,944,928,920,903,956,947,982,1101,1105,-14,2,-7,32,-28,-3,-3,9,5,8
44420,,,"Staunton, VA",Metropolitan Statistical Area,118502,118496,118314,118774,118463,119110,119469,120019,120747,121744,122628,123120,-182,460,-311,647,359,550,728,997,884,492,300,1235,1277,1198,1282,1245,1281,1265,1233,1229,351,1170,1264,1305,1335,1395,1340,1399,1312,1356,8,-1,-7,-2,-17,-4,-7,0,-3,-4
44700,,,"Stockton, CA",Metropolitan Statistical Area,685306,685306,687127,694354,699593,702046,711579,722271,732809,743296,752491,762148,1821,7227,5239,2453,9533,10692,10538,10487,9195,9657,2548,10550,10082,10050,9922,9979,10120,10171,9993,9975,1099,4757,4981,4985,5116,5379,5374,5587,5890,5838,-63,-24,-94,32,-70,-42,-27,-28,-14,-9
44940,,,"Sumter, SC",Metropolitan Statistical Area,142427,142434,142555,142018,142126,142007,141877,141180,141334,140443,140151,140466,121,-537,108,-119,-130,-697,154,-891,-292,315,446,1878,1908,1873,1877,1839,1778,1640,1714,1645,256,1438,1340,1416,1428,1537,1490,1557,1553,1483,-12,2,-6,-11,-4,10,-4,0,-6,-8
45060,,,"Syracuse, NY",Metropolitan Statistical Area,662577,662624,663110,662482,660902,661773,660085,657648,654391,651164,650281,648593,486,-628,-1580,871,-1688,-2437,-3257,-3227,-883,-1688,1890,7321,7487,7378,7137,7250,7204,7082,6955,6827,1265,5859,5732,5864,5885,6145,6051,6110,5951,5932,-54,5,55,-48,30,23,12,22,2,5
45220,,,"Tallahassee, FL",Metropolitan Statistical Area,367413,368771,369345,371246,375272,373187,375356,377602,378672,383173,384318,387227,574,1901,4026,-2085,2169,2246,1070,4501,1145,2909,1008,4115,4006,4016,4031,4116,4051,4090,3993,3955,510,2500,2521,2779,2548,2702,2674,2862,2921,2889,-28,3,191,116,-59,-41,-1,13,4,-5
45300,,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,2783243,2783485,2788366,2813269,2843636,2880536,2927395,2983928,3048963,3106922,3154649,3194831,4881,24903,30367,36900,46859,56533,65035,57959,47727,40182,7174,31327,30862,31048,31778,32413,32769,32283,32275,32154,6688,28522,28187,29656,28978,30717,30778,31118,33342,33845,-111,-40,107,378,641,410,169,164,86,75
45460,,,"Terre Haute, IN",Metropolitan Statistical Area,189764,189774,189523,189541,189555,189089,188240,187365,187241,186846,186726,186367,-251,18,14,-466,-849,-875,-124,-395,-120,-359,532,2243,2157,2171,2253,2218,2199,2135,2099,2079,615,2064,1978,2059,1999,2136,2082,2101,2034,2040,-5,-1,-21,-5,-5,-4,2,-5,-6,-2
45500,,,"Texarkana, TX-AR",Metropolitan Statistical Area,149198,149194,149332,149515,149609,149509,149229,149244,149543,149567,149347,148761,138,183,94,-100,-280,15,299,24,-220,-586,509,1972,1961,1940,1971,1949,1995,1954,1798,1773,405,1592,1513,1645,1565,1634,1719,1684,1747,1693,-7,-5,-19,-9,-6,-6,-9,-5,-7,-4
45540,,,"The Villages, FL",Metropolitan Statistical Area,93420,93420,94278,97975,101669,106898,112236,117076,122009,124995,128719,132420,858,3697,3694,5229,5338,4840,4933,2986,3724,3701,101,441,437,455,468,522,480,478,451,478,280,1209,1304,1372,1434,1601,1787,1888,1992,2017,60,25,145,94,189,83,29,10,15,28
45780,,,"Toledo, OH",Metropolitan Statistical Area,651429,651435,651372,650166,648750,648403,647228,645973,645441,644364,643089,641816,-63,-1206,-1416,-347,-1175,-1255,-532,-1077,-1275,-1273,1974,7758,7855,7822,8065,7904,7787,7658,7597,7428,1507,6065,6092,6407,6293,6523,6549,6669,6707,6624,28,13,76,-12,6,-10,-17,2,-15,-8
45820,,,"Topeka, KS",Metropolitan Statistical Area,233870,233860,234266,234696,234407,233838,233717,233520,233139,232994,232266,231969,406,430,-289,-569,-121,-197,-381,-145,-728,-297,814,3116,2988,3059,3008,2851,2843,2794,2601,2590,476,2226,2301,2347,2342,2550,2392,2501,2452,2340,-27,-2,-7,9,-11,-17,-3,-10,-4,-6
45940,,,"Trenton-Princeton, NJ",Metropolitan Statistical Area,366513,367485,367713,367378,368554,369429,368909,368124,367699,368168,368188,367430,228,-335,1176,875,-520,-785,-425,469,20,-758,1054,4380,4176,4213,4162,4161,4139,4105,4033,4021,718,2952,2808,2811,2840,3019,2841,2920,2914,2987,-2,18,-39,0,58,40,17,17,10,23
46060,,,"Tucson, AZ",Metropolitan Statistical Area,980263,980263,981620,988381,993052,997127,1004229,1009103,1016707,1026391,1036554,1047279,1357,6761,4671,4075,7102,4874,7604,9684,10163,10725,2896,12077,11821,12044,12031,11743,11472,11102,10970,10891,2005,8635,8703,8874,8777,9171,9563,9504,10074,10199,-114,-33,-208,-153,-227,-112,-46,-12,15,28
46140,,,"Tulsa, OK",Metropolitan Statistical Area,937478,937523,939833,945750,952484,961904,969421,980926,988706,991330,993135,998626,2310,5917,6734,9420,7517,11505,7780,2624,1805,5491,3306,13041,13141,13075,13255,13548,13509,13305,12573,12440,1965,8825,8649,9214,9111,9441,9309,9556,9870,9882,-43,-31,-125,-20,-117,-31,-46,-14,-12,-39
46220,,,"Tuscaloosa, AL",Metropolitan Statistical Area,239207,239214,239481,240363,242328,244378,246988,249066,250099,250933,251257,252047,267,882,1965,2050,2610,2078,1033,834,324,790,708,2920,2983,2906,2984,3030,3078,3145,2948,2922,418,2303,2082,2236,2133,2325,2267,2302,2306,2381,-12,10,5,13,56,1,-3,-10,-2,-7
46300,,,"Twin Falls, ID",Metropolitan Statistical Area,99604,99596,99987,100620,101128,102662,103912,105216,107252,109142,110095,111290,391,633,508,1534,1250,1304,2036,1890,953,1195,456,1571,1587,1621,1602,1638,1619,1626,1562,1562,165,867,799,899,895,941,958,918,903,930,-6,-3,2,-1,-10,-6,-1,-3,-1,-5
46340,,,"Tyler, TX",Metropolitan Statistical Area,209714,209725,210408,212764,214811,216475,219642,222390,225161,227195,229749,232751,683,2356,2047,1664,3167,2748,2771,2034,2554,3002,726,2986,2973,3007,3190,3116,3135,3123,2966,2969,437,1944,1951,1967,2038,2048,2080,2102,2195,2177,1,-4,-15,-26,20,-8,-5,-8,-1,-2
46520,,,"Urban Honolulu, HI",Metropolitan Statistical Area,953207,953206,956285,967336,977994,986059,987414,991064,992268,986353,979858,974563,3079,11051,10658,8065,1355,3650,1204,-5915,-6495,-5295,3382,13774,13514,13759,13550,12997,13123,12929,12231,12013,1755,7069,7130,7229,7467,7677,7373,7859,8407,8595,-51,-37,-163,-174,-76,-50,-11,19,-4,-22
46540,,,"Utica-Rome, NY",Metropolitan Statistical Area,299397,299329,299226,298604,297992,297230,295982,293916,292811,292174,291187,289990,-103,-622,-612,-762,-1248,-2066,-1105,-637,-987,-1197,844,3278,3335,3318,3261,3185,3149,3088,3141,3042,816,3161,3101,3317,3051,3363,3264,3249,3139,3149,-17,-3,-6,-10,6,13,-4,-8,-1,0
46660,,,"Valdosta, GA",Metropolitan Statistical Area,139588,139662,140054,142007,144121,142937,143433,143311,144471,145360,146143,147292,392,1953,2114,-1184,496,-122,1160,889,783,1149,503,2159,2082,2073,2025,2025,1964,1950,1951,1934,342,1119,992,1193,1074,1189,1122,1305,1221,1318,18,11,86,67,3,18,-6,-8,-6,-3
46700,,,"Vallejo, CA",Metropolitan Statistical Area,413344,413343,413967,416342,419674,423659,429006,433409,438858,443511,445725,447643,624,2375,3332,3985,5347,4403,5449,4653,2214,1918,1188,5175,5069,5142,5254,5283,5195,5195,5093,5088,643,2872,2920,2961,3034,3178,3224,3376,3682,3711,-47,-8,-98,-66,-19,-40,-3,0,-12,-16
47020,,,"Victoria, TX",Metropolitan Statistical Area,94003,94003,94102,94765,96447,97518,98548,99649,99914,99597,99466,99742,99,663,1682,1071,1030,1101,265,-317,-131,276,335,1323,1346,1368,1360,1430,1404,1369,1222,1247,168,783,887,839,863,892,912,929,894,897,-5,-5,25,8,-2,-4,-4,3,-3,-3
47220,,,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,156898,156627,156699,157043,156934,156098,156009,154712,153233,151423,150635,149527,72,344,-109,-836,-89,-1297,-1479,-1810,-788,-1108,562,2243,2149,2027,2013,2021,1920,1824,1822,1757,374,1437,1407,1461,1536,1559,1462,1659,1467,1435,-3,-1,-1,31,-3,21,12,12,11,5
47260,,,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,1713954,1713955,1717036,1723208,1734121,1741366,1750937,1756340,1758763,1760926,1763713,1768901,3081,6172,10913,7245,9571,5403,2423,2163,2787,5188,5670,23040,23216,22685,23130,23127,22831,22312,22017,21589,3188,13161,13046,13889,13696,14320,14412,14894,15179,15280,87,0,5,-42,-84,-4,6,-39,-36,-89
