,_id,CBSA,MSA,2024_Pop_ROC,2024_Unem_Rate,2024_Emp_ROC,2024_GDP_ROC,2024_Bus_ROC,2024_CPI,2024_AMW_ROC,2024_LP_ROC,Pop_Score,Unem_Score,Emp_Score,GDP_Score,Bus_Score,CPI_Score,AMW_Score,LP_Score,Total_Score,Overall_Rank
77,60413a1d2eee1da2ff615c25,39380,"Pueblo, CO",3.0120410392818124,3.374147697532971,-0.006074743645818147,15.812333987902067,11.372251705837757,299.7671195513341,10.869752421959095,0.2926623691676215,256.0,111.5,81.0,265.0,266.0,147.0,347.0,270.0,1743.5,111.5
78,60413a1d2eee1da2ff615c26,40580,"Rocky Mount, NC",-0.8156685188996364,4.665167451016189,-0.0426922820358882,-0.6298509531773901,-0.3676470588235294,265.9255038284625,2.8781725888324874,-0.19672098576528582,18.0,50.0,41.0,10.0,126.0,177.0,97.0,114.0,633.0,379.0
79,60413a1d2eee1da2ff615c27,41860,"San Francisco-Oakland-Berkeley, CA",1.3196026969001033,2.5243718447650707,-0.04036880712329869,25.575897655002862,-0.6042040773212211,299.7671195513341,4.385294505204902,-1.8219059671524702e-06,202.0,248.5,43.0,381.0,120.0,147.0,106.0,182.0,1429.5,225.5
80,60413a1d2eee1da2ff615c28,42200,"Santa Maria-Santa Barbara, CA",0.6344919025574525,2.737818686574316,4.549247744607491,17.299862661400926,10.47787610619469,299.7671195513341,9.228864520693314,0.19372405978173898,179.0,172.0,269.0,296.0,258.0,147.0,274.0,257.0,1852.0,73.0
81,60413a1d2eee1da2ff615c29,45940,"Trenton-Princeton, NJ",-0.005987535040688022,2.0625730799727795,4.762892530462304,15.853971273323673,-0.6220506220506221,289.63399347688846,7.463167587476979,1.0239416764029652,71.0,365.0,274.0,266.0,119.0,162.0,163.0,323.0,1743.0,113.0
82,60413a1d2eee1da2ff615c2a,47580,"Warner Robins, GA",4.6227529407957535,3.87421069496159,7.681677855637771,13.930188803501014,7.337526205450734,265.9255038284625,4.3334762108872695,1.1149784965502354,301.0,77.0,344.0,211.0,237.0,177.0,104.0,330.0,1781.0,97.0
83,60413a1d2eee1da2ff615c2b,48620,"Wichita, KS",0.5762099784760816,2.344256309625187,-0.07277786960672813,16.954116410380173,20.420665713702267,255.83376730001717,7.5390625,0.7514066341612045,177.0,307.0,27.0,290.0,338.0,192.0,167.0,309.0,1807.0,89.0
84,60413a1d2eee1da2ff615c2c,12980,"Battle Creek, MI",-0.007453842082901631,2.0862771153999753,0.03596967037394069,10.517052327846425,-1.593625498007968,255.83376730001717,-0.6391752577319587,0.20607904567432594,69.0,352.0,122.0,131.0,90.0,192.0,5.0,261.0,1222.0,287.0
85,60413a1d2eee1da2ff615c2d,13380,"Bellingham, WA",6.913939986128499,3.177950359770203,7.524998286484552,20.731884314184303,7.542579075425791,299.7671195513341,8.783488787457829,-1.789186831642607e-07,342.0,131.0,338.0,360.0,238.0,147.0,244.0,185.0,1985.0,39.0
86,60413a1d2eee1da2ff615c2e,13820,"Birmingham-Hoover, AL",1.066271717250455,2.1132522985316653,3.8443598942764363,13.600700206223463,3.8591329929912606,265.9255038284625,8.576417419884963,0.052496995901714694,194.0,344.0,253.0,197.0,197.0,177.0,230.0,222.0,1814.0,87.0
