,CBSA,year,Population,NAME
544,26300,2014,97758,"Hot Springs, AR"
545,26300,2015,97814,"Hot Springs, AR"
546,26300,2016,98282,"Hot Springs, AR"
547,26300,2017,98327,"Hot Springs, AR"
548,26300,2018,98966,"Hot Springs, AR"
549,26300,2019,99386,"Hot Springs, AR"
550,27620,2010,149991,"Jefferson City, MO"
551,27620,2011,150413,"Jefferson City, MO"
552,27620,2012,150391,"Jefferson City, MO"
553,27620,2013,150669,"Jefferson City, MO"
554,27620,2014,150727,"Jefferson City, MO"
555,27620,2015,150928,"Jefferson City, MO"
556,27620,2016,151375,"Jefferson City, MO"
557,27620,2017,151319,"Jefferson City, MO"
558,27620,2018,151512,"Jefferson City, MO"
559,27620,2019,151235,"Jefferson City, MO"
560,30980,2010,280487,"Longview, TX"
561,30980,2011,282427,"Longview, TX"
562,30980,2012,283056,"Longview, TX"
563,30980,2013,282589,"Longview, TX"
564,30980,2014,283219,"Longview, TX"
565,30980,2015,283767,"Longview, TX"
566,30980,2016,283641,"Longview, TX"
567,30980,2017,284602,"Longview, TX"
568,30980,2018,285315,"Longview, TX"
569,30980,2019,286657,"Longview, TX"
570,31080,2010,12838417,"Los Angeles-Long Beach-Anaheim, CA"
571,31080,2011,12925753,"Los Angeles-Long Beach-Anaheim, CA"
572,31080,2012,13013443,"Los Angeles-Long Beach-Anaheim, CA"
573,31080,2013,13097434,"Los Angeles-Long Beach-Anaheim, CA"
574,31080,2014,13166609,"Los Angeles-Long Beach-Anaheim, CA"
575,31080,2015,13234696,"Los Angeles-Long Beach-Anaheim, CA"
576,31080,2016,13270694,"Los Angeles-Long Beach-Anaheim, CA"
577,31080,2017,13278000,"Los Angeles-Long Beach-Anaheim, CA"
578,31080,2018,13249879,"Los Angeles-Long Beach-Anaheim, CA"
579,31080,2019,13214799,"Los Angeles-Long Beach-Anaheim, CA"
580,31860,2010,96844,"Mankato, MN"
581,31860,2011,97325,"Mankato, MN"
582,31860,2012,97994,"Mankato, MN"
583,31860,2013,97718,"Mankato, MN"
584,31860,2014,98670,"Mankato, MN"
585,31860,2015,99199,"Mankato, MN"
586,31860,2016,100075,"Mankato, MN"
587,31860,2017,100968,"Mankato, MN"
588,31860,2018,101577,"Mankato, MN"
589,31860,2019,101927,"Mankato, MN"
590,37100,2010,825097,"Oxnard-Thousand Oaks-Ventura, CA"
591,37100,2011,830099,"Oxnard-Thousand Oaks-Ventura, CA"
592,37100,2012,833516,"Oxnard-Thousand Oaks-Ventura, CA"
593,37100,2013,838136,"Oxnard-Thousand Oaks-Ventura, CA"
594,37100,2014,842297,"Oxnard-Thousand Oaks-Ventura, CA"
595,37100,2015,845802,"Oxnard-Thousand Oaks-Ventura, CA"
596,37100,2016,847323,"Oxnard-Thousand Oaks-Ventura, CA"
597,37100,2017,849044,"Oxnard-Thousand Oaks-Ventura, CA"
598,37100,2018,848142,"Oxnard-Thousand Oaks-Ventura, CA"
599,37100,2019,846006,"Oxnard-Thousand Oaks-Ventura, CA"
600,39660,2010,126727,"Rapid City, SD"
601,39660,2011,127903,"Rapid City, SD"
602,39660,2012,130075,"Rapid City, SD"
603,39660,2013,132320,"Rapid City, SD"
604,39660,2014,134231,"Rapid City, SD"
605,39660,2015,134858,"Rapid City, SD"
606,39660,2016,136450,"Rapid City, SD"
607,39660,2017,138444,"Rapid City, SD"
608,39660,2018,140154,"Rapid City, SD"
609,39660,2019,142107,"Rapid City, SD"
610,39820,2010,177274,"Redding, CA"
611,39820,2011,177588,"Redding, CA"
612,39820,2012,177875,"Redding, CA"
613,39820,2013,178397,"Redding, CA"
614,39820,2014,178844,"Redding, CA"
615,39820,2015,178314,"Redding, CA"
616,39820,2016,178571,"Redding, CA"
617,39820,2017,179384,"Redding, CA"
618,39820,2018,179709,"Redding, CA"
619,39820,2019,180080,"Redding, CA"
620,41940,2010,1841556,"San Jose-Sunnyvale-Santa Clara, CA"
621,41940,2011,1868031,"San Jose-Sunnyvale-Santa Clara, CA"
622,41940,2012,1894452,"San Jose-Sunnyvale-Santa Clara, CA"
623,41940,2013,1923664,"San Jose-Sunnyvale-Santa Clara, CA"
624,41940,2014,1949578,"San Jose-Sunnyvale-Santa Clara, CA"
625,41940,2015,1974501,"San Jose-Sunnyvale-Santa Clara, CA"
626,41940,2016,1987593,"San Jose-Sunnyvale-Santa Clara, CA"
627,41940,2017,1992674,"San Jose-Sunnyvale-Santa Clara, CA"
628,41940,2018,1993804,"San Jose-Sunnyvale-Santa Clara, CA"
629,41940,2019,1990660,"San Jose-Sunnyvale-Santa Clara, CA"
630,43340,2010,399935,"Shreveport-Bossier City, LA"
631,43340,2011,403880,"Shreveport-Bossier City, LA"
632,43340,2012,407435,"Shreveport-Bossier City, LA"
633,43340,2013,406237,"Shreveport-Bossier City, LA"
634,43340,2014,404534,"Shreveport-Bossier City, LA"
635,43340,2015,404000,"Shreveport-Bossier City, LA"
636,43340,2016,401947,"Shreveport-Bossier City, LA"
637,43340,2017,400161,"Shreveport-Bossier City, LA"
638,43340,2018,397281,"Shreveport-Bossier City, LA"
639,43340,2019,394706,"Shreveport-Bossier City, LA"
640,44100,2010,210465,"Springfield, IL"
641,44100,2011,211736,"Springfield, IL"
642,44100,2012,212095,"Springfield, IL"
643,44100,2013,211713,"Springfield, IL"
644,44100,2014,211692,"Springfield, IL"
645,44100,2015,211254,"Springfield, IL"
646,44100,2016,210424,"Springfield, IL"
647,44100,2017,209365,"Springfield, IL"
648,44100,2018,207928,"Springfield, IL"
649,44100,2019,206868,"Springfield, IL"
650,49340,2010,918935,"Worcester, MA-CT"
651,49340,2011,922378,"Worcester, MA-CT"
652,49340,2012,924856,"Worcester, MA-CT"
653,49340,2013,928346,"Worcester, MA-CT"
654,49340,2014,932278,"Worcester, MA-CT"
655,49340,2015,934604,"Worcester, MA-CT"
656,49340,2016,936422,"Worcester, MA-CT"
657,49340,2017,942147,"Worcester, MA-CT"
658,49340,2018,946113,"Worcester, MA-CT"
659,49340,2019,947404,"Worcester, MA-CT"
660,12060,2010,5302598,"Atlanta-Sandy Springs-Alpharetta, GA"
661,12060,2011,5366462,"Atlanta-Sandy Springs-Alpharetta, GA"
662,12060,2012,5444473,"Atlanta-Sandy Springs-Alpharetta, GA"
663,12060,2013,5510530,"Atlanta-Sandy Springs-Alpharetta, GA"
664,12060,2014,5593204,"Atlanta-Sandy Springs-Alpharetta, GA"
665,12060,2015,5686048,"Atlanta-Sandy Springs-Alpharetta, GA"
666,12060,2016,5787965,"Atlanta-Sandy Springs-Alpharetta, GA"
667,12060,2017,5872432,"Atlanta-Sandy Springs-Alpharetta, GA"
668,12060,2018,5945303,"Atlanta-Sandy Springs-Alpharetta, GA"
669,12060,2019,6020364,"Atlanta-Sandy Springs-Alpharetta, GA"
670,14020,2010,160132,"Bloomington, IN"
671,14020,2011,161722,"Bloomington, IN"
672,14020,2012,162852,"Bloomington, IN"
673,14020,2013,163221,"Bloomington, IN"
674,14020,2014,164422,"Bloomington, IN"
675,14020,2015,165073,"Bloomington, IN"
676,14020,2016,166655,"Bloomington, IN"
677,14020,2017,167429,"Bloomington, IN"
678,14020,2018,168092,"Bloomington, IN"
679,14020,2019,169230,"Bloomington, IN"
680,15940,2010,404218,"Canton-Massillon, OH"
681,15940,2011,403331,"Canton-Massillon, OH"
682,15940,2012,403429,"Canton-Massillon, OH"
683,15940,2013,403365,"Canton-Massillon, OH"
684,15940,2014,403675,"Canton-Massillon, OH"
685,15940,2015,402433,"Canton-Massillon, OH"
686,15940,2016,401068,"Canton-Massillon, OH"
687,15940,2017,399327,"Canton-Massillon, OH"
688,15940,2018,398330,"Canton-Massillon, OH"
689,15940,2019,397520,"Canton-Massillon, OH"
690,17980,2010,309476,"Columbus, GA-AL"
691,17980,2011,315305,"Columbus, GA-AL"
692,17980,2012,322721,"Columbus, GA-AL"
693,17980,2013,327844,"Columbus, GA-AL"
694,17980,2014,325273,"Columbus, GA-AL"
695,17980,2015,322772,"Columbus, GA-AL"
696,17980,2016,319040,"Columbus, GA-AL"
697,17980,2017,315942,"Columbus, GA-AL"
698,17980,2018,318211,"Columbus, GA-AL"
699,17980,2019,321048,"Columbus, GA-AL"
700,22420,2010,424953,"Flint, MI"
701,22420,2011,422026,"Flint, MI"
702,22420,2012,418193,"Flint, MI"
703,22420,2013,415639,"Flint, MI"
704,22420,2014,412859,"Flint, MI"
705,22420,2015,410461,"Flint, MI"
706,22420,2016,408926,"Flint, MI"
707,22420,2017,407488,"Flint, MI"
708,22420,2018,406688,"Flint, MI"
709,22420,2019,405813,"Flint, MI"
710,24780,2010,168863,"Greenville, NC"
711,24780,2011,170791,"Greenville, NC"
712,24780,2012,172980,"Greenville, NC"
713,24780,2013,174380,"Greenville, NC"
714,24780,2014,174974,"Greenville, NC"
715,24780,2015,176071,"Greenville, NC"
716,24780,2016,177171,"Greenville, NC"
717,24780,2017,178607,"Greenville, NC"
718,24780,2018,179575,"Greenville, NC"
719,24780,2019,180742,"Greenville, NC"
720,27100,2010,160109,"Jackson, MI"
721,27100,2011,159658,"Jackson, MI"
722,27100,2012,159962,"Jackson, MI"
723,27100,2013,159628,"Jackson, MI"
724,27100,2014,159421,"Jackson, MI"
725,27100,2015,159264,"Jackson, MI"
726,27100,2016,158277,"Jackson, MI"
727,27100,2017,158563,"Jackson, MI"
728,27100,2018,158566,"Jackson, MI"
729,27100,2019,158510,"Jackson, MI"
730,27340,2010,186892,"Jacksonville, NC"
731,27340,2011,184993,"Jacksonville, NC"
732,27340,2012,190678,"Jacksonville, NC"
733,27340,2013,192354,"Jacksonville, NC"
734,27340,2014,191822,"Jacksonville, NC"
735,27340,2015,193114,"Jacksonville, NC"
736,27340,2016,192314,"Jacksonville, NC"
737,27340,2017,195066,"Jacksonville, NC"
738,27340,2018,196915,"Jacksonville, NC"
739,27340,2019,197938,"Jacksonville, NC"
740,30020,2010,131569,"Lawton, OK"
741,30020,2011,132255,"Lawton, OK"
742,30020,2012,132696,"Lawton, OK"
743,30020,2013,131113,"Lawton, OK"
744,30020,2014,130909,"Lawton, OK"
745,30020,2015,130011,"Lawton, OK"
746,30020,2016,127676,"Lawton, OK"
747,30020,2017,127649,"Lawton, OK"
748,30020,2018,126348,"Lawton, OK"
749,30020,2019,126415,"Lawton, OK"
750,30460,2010,473412,"Lexington-Fayette, KY"
751,30460,2011,478930,"Lexington-Fayette, KY"
752,30460,2012,485236,"Lexington-Fayette, KY"
753,30460,2013,490906,"Lexington-Fayette, KY"
754,30460,2014,495137,"Lexington-Fayette, KY"
755,30460,2015,501469,"Lexington-Fayette, KY"
756,30460,2016,507387,"Lexington-Fayette, KY"
757,30460,2017,512381,"Lexington-Fayette, KY"
758,30460,2018,514938,"Lexington-Fayette, KY"
759,30460,2019,517056,"Lexington-Fayette, KY"
760,34980,2010,1650831,"Nashville-Davidson--Murfreesboro--Franklin, TN"
761,34980,2011,1674534,"Nashville-Davidson--Murfreesboro--Franklin, TN"
762,34980,2012,1703609,"Nashville-Davidson--Murfreesboro--Franklin, TN"
763,34980,2013,1735012,"Nashville-Davidson--Murfreesboro--Franklin, TN"
764,34980,2014,1768350,"Nashville-Davidson--Murfreesboro--Franklin, TN"
765,34980,2015,1804671,"Nashville-Davidson--Murfreesboro--Franklin, TN"
766,34980,2016,1841294,"Nashville-Davidson--Murfreesboro--Franklin, TN"
767,34980,2017,1874515,"Nashville-Davidson--Murfreesboro--Franklin, TN"
768,34980,2018,1904726,"Nashville-Davidson--Murfreesboro--Franklin, TN"
769,34980,2019,1934317,"Nashville-Davidson--Murfreesboro--Franklin, TN"
770,37340,2010,543965,"Palm Bay-Melbourne-Titusville, FL"
771,37340,2011,544359,"Palm Bay-Melbourne-Titusville, FL"
772,37340,2012,546966,"Palm Bay-Melbourne-Titusville, FL"
773,37340,2013,550255,"Palm Bay-Melbourne-Titusville, FL"
774,37340,2014,555548,"Palm Bay-Melbourne-Titusville, FL"
775,37340,2015,565746,"Palm Bay-Melbourne-Titusville, FL"
776,37340,2016,576874,"Palm Bay-Melbourne-Titusville, FL"
777,37340,2017,587769,"Palm Bay-Melbourne-Titusville, FL"
778,37340,2018,595203,"Palm Bay-Melbourne-Titusville, FL"
779,37340,2019,601942,"Palm Bay-Melbourne-Titusville, FL"
780,38060,2010,4204204,"Phoenix-Mesa-Chandler, AZ"
781,38060,2011,4253037,"Phoenix-Mesa-Chandler, AZ"
782,38060,2012,4329756,"Phoenix-Mesa-Chandler, AZ"
783,38060,2013,4403121,"Phoenix-Mesa-Chandler, AZ"
784,38060,2014,4488970,"Phoenix-Mesa-Chandler, AZ"
785,38060,2015,4578519,"Phoenix-Mesa-Chandler, AZ"
786,38060,2016,4673336,"Phoenix-Mesa-Chandler, AZ"
787,38060,2017,4758748,"Phoenix-Mesa-Chandler, AZ"
788,38060,2018,4849209,"Phoenix-Mesa-Chandler, AZ"
789,38060,2019,4948203,"Phoenix-Mesa-Chandler, AZ"
790,39380,2010,159390,"Pueblo, CO"
791,39380,2011,160184,"Pueblo, CO"
792,39380,2012,160721,"Pueblo, CO"
793,39380,2013,161033,"Pueblo, CO"
794,39380,2014,161356,"Pueblo, CO"
795,39380,2015,163006,"Pueblo, CO"
796,39380,2016,164774,"Pueblo, CO"
797,39380,2017,166283,"Pueblo, CO"
798,39380,2018,167422,"Pueblo, CO"
799,39380,2019,168424,"Pueblo, CO"
800,40580,2010,152405,"Rocky Mount, NC"
801,40580,2011,151790,"Rocky Mount, NC"
802,40580,2012,150862,"Rocky Mount, NC"
803,40580,2013,149843,"Rocky Mount, NC"
804,40580,2014,149066,"Rocky Mount, NC"
805,40580,2015,147529,"Rocky Mount, NC"
806,40580,2016,147236,"Rocky Mount, NC"
807,40580,2017,146775,"Rocky Mount, NC"
808,40580,2018,146078,"Rocky Mount, NC"
809,40580,2019,145770,"Rocky Mount, NC"
810,41860,2010,4343634,"San Francisco-Oakland-Berkeley, CA"
811,41860,2011,4395725,"San Francisco-Oakland-Berkeley, CA"
812,41860,2012,4455473,"San Francisco-Oakland-Berkeley, CA"
813,41860,2013,4519636,"San Francisco-Oakland-Berkeley, CA"
814,41860,2014,4584981,"San Francisco-Oakland-Berkeley, CA"
815,41860,2015,4647924,"San Francisco-Oakland-Berkeley, CA"
816,41860,2016,4688198,"San Francisco-Oakland-Berkeley, CA"
817,41860,2017,4712421,"San Francisco-Oakland-Berkeley, CA"
818,41860,2018,4726314,"San Francisco-Oakland-Berkeley, CA"
819,41860,2019,4731803,"San Francisco-Oakland-Berkeley, CA"
820,42200,2010,424231,"Santa Maria-Santa Barbara, CA"
821,42200,2011,425453,"Santa Maria-Santa Barbara, CA"
822,42200,2012,429699,"Santa Maria-Santa Barbara, CA"
823,42200,2013,434601,"Santa Maria-Santa Barbara, CA"
824,42200,2014,439045,"Santa Maria-Santa Barbara, CA"
825,42200,2015,442229,"Santa Maria-Santa Barbara, CA"
826,42200,2016,444340,"Santa Maria-Santa Barbara, CA"
827,42200,2017,445298,"Santa Maria-Santa Barbara, CA"
828,42200,2018,445780,"Santa Maria-Santa Barbara, CA"
829,42200,2019,446499,"Santa Maria-Santa Barbara, CA"
830,45940,2010,367713,"Trenton-Princeton, NJ"
831,45940,2011,367378,"Trenton-Princeton, NJ"
832,45940,2012,368554,"Trenton-Princeton, NJ"
833,45940,2013,369429,"Trenton-Princeton, NJ"
834,45940,2014,368909,"Trenton-Princeton, NJ"
835,45940,2015,368124,"Trenton-Princeton, NJ"
836,45940,2016,367699,"Trenton-Princeton, NJ"
837,45940,2017,368168,"Trenton-Princeton, NJ"
838,45940,2018,368188,"Trenton-Princeton, NJ"
839,45940,2019,367430,"Trenton-Princeton, NJ"
840,47580,2010,168508,"Warner Robins, GA"
841,47580,2011,171561,"Warner Robins, GA"
842,47580,2012,173592,"Warner Robins, GA"
843,47580,2013,174689,"Warner Robins, GA"
844,47580,2014,175717,"Warner Robins, GA"
845,47580,2015,176293,"Warner Robins, GA"
846,47580,2016,178507,"Warner Robins, GA"
847,47580,2017,180163,"Warner Robins, GA"
848,47580,2018,182886,"Warner Robins, GA"
849,47580,2019,185409,"Warner Robins, GA"
850,48620,2010,623887,"Wichita, KS"
851,48620,2011,625327,"Wichita, KS"
852,48620,2012,628159,"Wichita, KS"
853,48620,2013,630365,"Wichita, KS"
854,48620,2014,632810,"Wichita, KS"
855,48620,2015,635551,"Wichita, KS"
856,48620,2016,637653,"Wichita, KS"
857,48620,2017,637511,"Wichita, KS"
858,48620,2018,637519,"Wichita, KS"
859,48620,2019,640218,"Wichita, KS"
860,12980,2010,135951,"Battle Creek, MI"
861,12980,2011,135105,"Battle Creek, MI"
862,12980,2012,134737,"Battle Creek, MI"
863,12980,2013,134751,"Battle Creek, MI"
864,12980,2014,134804,"Battle Creek, MI"
865,12980,2015,134327,"Battle Creek, MI"
866,12980,2016,134344,"Battle Creek, MI"
867,12980,2017,134180,"Battle Creek, MI"
868,12980,2018,134049,"Battle Creek, MI"
869,12980,2019,134159,"Battle Creek, MI"
870,13380,2010,201545,"Bellingham, WA"
871,13380,2011,203490,"Bellingham, WA"
872,13380,2012,204863,"Bellingham, WA"
873,13380,2013,206073,"Bellingham, WA"
874,13380,2014,208154,"Bellingham, WA"
875,13380,2015,211836,"Bellingham, WA"
876,13380,2016,216417,"Bellingham, WA"
877,13380,2017,221410,"Bellingham, WA"
878,13380,2018,225197,"Bellingham, WA"
879,13380,2019,229247,"Bellingham, WA"
880,13820,2010,1061717,"Birmingham-Hoover, AL"
881,13820,2011,1064030,"Birmingham-Hoover, AL"
882,13820,2012,1067563,"Birmingham-Hoover, AL"
883,13820,2013,1072882,"Birmingham-Hoover, AL"
884,13820,2014,1076087,"Birmingham-Hoover, AL"
885,13820,2015,1079752,"Birmingham-Hoover, AL"
886,13820,2016,1082877,"Birmingham-Hoover, AL"
887,13820,2017,1085615,"Birmingham-Hoover, AL"
888,13820,2018,1087967,"Birmingham-Hoover, AL"
889,13820,2019,1090435,"Birmingham-Hoover, AL"
890,14260,2010,617866,"Boise City, ID"
891,14260,2011,627670,"Boise City, ID"
892,14260,2012,637425,"Boise City, ID"
893,14260,2013,649224,"Boise City, ID"
894,14260,2014,662624,"Boise City, ID"
895,14260,2015,674640,"Boise City, ID"
896,14260,2016,691285,"Boise City, ID"
897,14260,2017,709682,"Boise City, ID"
898,14260,2018,728911,"Boise City, ID"
899,14260,2019,749202,"Boise City, ID"
900,18020,2010,76818,"Columbus, IN"
901,18020,2011,77620,"Columbus, IN"
902,18020,2012,79001,"Columbus, IN"
903,18020,2013,79655,"Columbus, IN"
904,18020,2014,80497,"Columbus, IN"
905,18020,2015,81458,"Columbus, IN"
906,18020,2016,82231,"Columbus, IN"
907,18020,2017,82213,"Columbus, IN"
908,18020,2018,82722,"Columbus, IN"
909,18020,2019,83779,"Columbus, IN"
910,20220,2010,93929,"Dubuque, IA"
911,20220,2011,94593,"Dubuque, IA"
912,20220,2012,95159,"Dubuque, IA"
913,20220,2013,95945,"Dubuque, IA"
914,20220,2014,96481,"Dubuque, IA"
915,20220,2015,96850,"Dubuque, IA"
916,20220,2016,96763,"Dubuque, IA"
917,20220,2017,97066,"Dubuque, IA"
918,20220,2018,96922,"Dubuque, IA"
919,20220,2019,97311,"Dubuque, IA"
920,25500,2010,125401,"Harrisonburg, VA"
921,25500,2011,126796,"Harrisonburg, VA"
922,25500,2012,128449,"Harrisonburg, VA"
923,25500,2013,128956,"Harrisonburg, VA"
924,25500,2014,130420,"Harrisonburg, VA"
925,25500,2015,131120,"Harrisonburg, VA"
926,25500,2016,132909,"Harrisonburg, VA"
927,25500,2017,134041,"Harrisonburg, VA"
928,25500,2018,134749,"Harrisonburg, VA"
929,25500,2019,134964,"Harrisonburg, VA"
930,25940,2010,187777,"Hilton Head Island-Bluffton, SC"
931,25940,2011,189330,"Hilton Head Island-Bluffton, SC"
932,25940,2012,193145,"Hilton Head Island-Bluffton, SC"
933,25940,2013,197292,"Hilton Head Island-Bluffton, SC"
934,25940,2014,201725,"Hilton Head Island-Bluffton, SC"
935,25940,2015,207256,"Hilton Head Island-Bluffton, SC"
936,25940,2016,211269,"Hilton Head Island-Bluffton, SC"
937,25940,2017,215019,"Hilton Head Island-Bluffton, SC"
938,25940,2018,218023,"Hilton Head Island-Bluffton, SC"
939,25940,2019,222195,"Hilton Head Island-Bluffton, SC"
940,26580,2010,371065,"Huntington-Ashland, WV-KY-OH"
941,26580,2011,371126,"Huntington-Ashland, WV-KY-OH"
942,26580,2012,370972,"Huntington-Ashland, WV-KY-OH"
943,26580,2013,370179,"Huntington-Ashland, WV-KY-OH"
944,26580,2014,368938,"Huntington-Ashland, WV-KY-OH"
945,26580,2015,367224,"Huntington-Ashland, WV-KY-OH"
946,26580,2016,365020,"Huntington-Ashland, WV-KY-OH"
947,26580,2017,361970,"Huntington-Ashland, WV-KY-OH"
948,26580,2018,359069,"Huntington-Ashland, WV-KY-OH"
949,26580,2019,355873,"Huntington-Ashland, WV-KY-OH"
950,26620,2010,419276,"Huntsville, AL"
951,26620,2011,425122,"Huntsville, AL"
952,26620,2012,430056,"Huntsville, AL"
953,26620,2013,435541,"Huntsville, AL"
954,26620,2014,440395,"Huntsville, AL"
955,26620,2015,444542,"Huntsville, AL"
956,26620,2016,449576,"Huntsville, AL"
957,26620,2017,455892,"Huntsville, AL"
958,26620,2018,463181,"Huntsville, AL"
959,26620,2019,471824,"Huntsville, AL"
960,29620,2010,534899,"Lansing-East Lansing, MI"
961,29620,2011,536605,"Lansing-East Lansing, MI"
962,29620,2012,537005,"Lansing-East Lansing, MI"
963,29620,2013,538089,"Lansing-East Lansing, MI"
964,29620,2014,540028,"Lansing-East Lansing, MI"
965,29620,2015,541271,"Lansing-East Lansing, MI"
966,29620,2016,545146,"Lansing-East Lansing, MI"
967,29620,2017,548380,"Lansing-East Lansing, MI"
968,29620,2018,548674,"Lansing-East Lansing, MI"
969,29620,2019,550391,"Lansing-East Lansing, MI"
970,29820,2010,1952587,"Las Vegas-Henderson-Paradise, NV"
971,29820,2011,1961925,"Las Vegas-Henderson-Paradise, NV"
972,29820,2012,1989224,"Las Vegas-Henderson-Paradise, NV"
973,29820,2013,2017193,"Las Vegas-Henderson-Paradise, NV"
974,29820,2014,2053134,"Las Vegas-Henderson-Paradise, NV"
975,29820,2015,2096717,"Las Vegas-Henderson-Paradise, NV"
976,29820,2016,2138836,"Las Vegas-Henderson-Paradise, NV"
977,29820,2017,2181635,"Las Vegas-Henderson-Paradise, NV"
978,29820,2018,2226115,"Las Vegas-Henderson-Paradise, NV"
979,29820,2019,2266715,"Las Vegas-Henderson-Paradise, NV"
980,31340,2010,252969,"Lynchburg, VA"
981,31340,2011,254190,"Lynchburg, VA"
982,31340,2012,255725,"Lynchburg, VA"
983,31340,2013,256832,"Lynchburg, VA"
984,31340,2014,257953,"Lynchburg, VA"
985,31340,2015,259447,"Lynchburg, VA"
986,31340,2016,260537,"Lynchburg, VA"
987,31340,2017,261813,"Lynchburg, VA"
988,31340,2018,262893,"Lynchburg, VA"
989,31340,2019,263566,"Lynchburg, VA"
990,33340,2010,1556678,"Milwaukee-Waukesha, WI"
991,33340,2011,1561296,"Milwaukee-Waukesha, WI"
992,33340,2012,1567248,"Milwaukee-Waukesha, WI"
993,33340,2013,1571732,"Milwaukee-Waukesha, WI"
994,33340,2014,1575002,"Milwaukee-Waukesha, WI"
995,33340,2015,1576496,"Milwaukee-Waukesha, WI"
996,33340,2016,1576004,"Milwaukee-Waukesha, WI"
997,33340,2017,1574444,"Milwaukee-Waukesha, WI"
998,33340,2018,1573995,"Milwaukee-Waukesha, WI"
999,33340,2019,1575179,"Milwaukee-Waukesha, WI"
1000,36140,2010,97212,"Ocean City, NJ"
1001,36140,2011,96494,"Ocean City, NJ"
1002,36140,2012,96228,"Ocean City, NJ"
1003,36140,2013,95498,"Ocean City, NJ"
1004,36140,2014,94907,"Ocean City, NJ"
1005,36140,2015,94160,"Ocean City, NJ"
1006,36140,2016,93655,"Ocean City, NJ"
1007,36140,2017,93129,"Ocean City, NJ"
1008,36140,2018,92446,"Ocean City, NJ"
1009,36140,2019,92039,"Ocean City, NJ"
1010,39460,2010,159875,"Punta Gorda, FL"
1011,39460,2011,159869,"Punta Gorda, FL"
1012,39460,2012,162744,"Punta Gorda, FL"
1013,39460,2013,164671,"Punta Gorda, FL"
1014,39460,2014,168041,"Punta Gorda, FL"
1015,39460,2015,172382,"Punta Gorda, FL"
1016,39460,2016,177671,"Punta Gorda, FL"
1017,39460,2017,181522,"Punta Gorda, FL"
1018,39460,2018,184849,"Punta Gorda, FL"
1019,39460,2019,188910,"Punta Gorda, FL"
1020,41060,2010,189218,"St. Cloud, MN"
1021,41060,2011,190090,"St. Cloud, MN"
1022,41060,2012,190562,"St. Cloud, MN"
1023,41060,2013,191552,"St. Cloud, MN"
1024,41060,2014,193109,"St. Cloud, MN"
1025,41060,2015,195425,"St. Cloud, MN"
1026,41060,2016,196912,"St. Cloud, MN"
1027,41060,2017,198436,"St. Cloud, MN"
1028,41060,2018,200166,"St. Cloud, MN"
1029,41060,2019,201964,"St. Cloud, MN"
1030,43780,2010,319044,"South Bend-Mishawaka, IN-MI"
1031,43780,2011,318884,"South Bend-Mishawaka, IN-MI"
1032,43780,2012,318296,"South Bend-Mishawaka, IN-MI"
1033,43780,2013,318639,"South Bend-Mishawaka, IN-MI"
1034,43780,2014,319410,"South Bend-Mishawaka, IN-MI"
1035,43780,2015,319703,"South Bend-Mishawaka, IN-MI"
1036,43780,2016,321144,"South Bend-Mishawaka, IN-MI"
1037,43780,2017,321538,"South Bend-Mishawaka, IN-MI"
1038,43780,2018,322697,"South Bend-Mishawaka, IN-MI"
1039,43780,2019,323613,"South Bend-Mishawaka, IN-MI"
1040,45300,2010,2788366,"Tampa-St. Petersburg-Clearwater, FL"
1041,45300,2011,2813269,"Tampa-St. Petersburg-Clearwater, FL"
1042,45300,2012,2843636,"Tampa-St. Petersburg-Clearwater, FL"
1043,45300,2013,2880536,"Tampa-St. Petersburg-Clearwater, FL"
1044,45300,2014,2927395,"Tampa-St. Petersburg-Clearwater, FL"
1045,45300,2015,2983928,"Tampa-St. Petersburg-Clearwater, FL"
1046,45300,2016,3048963,"Tampa-St. Petersburg-Clearwater, FL"
1047,45300,2017,3106922,"Tampa-St. Petersburg-Clearwater, FL"
1048,45300,2018,3154649,"Tampa-St. Petersburg-Clearwater, FL"
1049,45300,2019,3194831,"Tampa-St. Petersburg-Clearwater, FL"
1050,45540,2010,94278,"The Villages, FL"
1051,45540,2011,97975,"The Villages, FL"
1052,45540,2012,101669,"The Villages, FL"
1053,45540,2013,106898,"The Villages, FL"
1054,45540,2014,112236,"The Villages, FL"
1055,45540,2015,117076,"The Villages, FL"
1056,45540,2016,122009,"The Villages, FL"
1057,45540,2017,124995,"The Villages, FL"
1058,45540,2018,128719,"The Villages, FL"
1059,45540,2019,132420,"The Villages, FL"
1060,46700,2010,413967,"Vallejo, CA"
1061,46700,2011,416342,"Vallejo, CA"
1062,46700,2012,419674,"Vallejo, CA"
1063,46700,2013,423659,"Vallejo, CA"
1064,46700,2014,429006,"Vallejo, CA"
1065,46700,2015,433409,"Vallejo, CA"
1066,46700,2016,438858,"Vallejo, CA"
1067,46700,2017,443511,"Vallejo, CA"
1068,46700,2018,445725,"Vallejo, CA"
1069,46700,2019,447643,"Vallejo, CA"
1070,47220,2010,156699,"Vineland-Bridgeton, NJ"
1071,47220,2011,157043,"Vineland-Bridgeton, NJ"
1072,47220,2012,156934,"Vineland-Bridgeton, NJ"
1073,47220,2013,156098,"Vineland-Bridgeton, NJ"
1074,47220,2014,156009,"Vineland-Bridgeton, NJ"
1075,47220,2015,154712,"Vineland-Bridgeton, NJ"
