,CBSA,year,Population,NAME
1076,47220,2016,153233,"Vineland-Bridgeton, NJ"
1077,47220,2017,151423,"Vineland-Bridgeton, NJ"
1078,47220,2018,150635,"Vineland-Bridgeton, NJ"
1079,47220,2019,149527,"Vineland-Bridgeton, NJ"
1080,48260,2010,124329,"Weirton-Steubenville, WV-OH"
1081,48260,2011,123482,"Weirton-Steubenville, WV-OH"
1082,48260,2012,122680,"Weirton-Steubenville, WV-OH"
1083,48260,2013,122139,"Weirton-Steubenville, WV-OH"
1084,48260,2014,121507,"Weirton-Steubenville, WV-OH"
1085,48260,2015,120665,"Weirton-Steubenville, WV-OH"
1086,48260,2016,119269,"Weirton-Steubenville, WV-OH"
1087,48260,2017,118074,"Weirton-Steubenville, WV-OH"
1088,48260,2018,116982,"Weirton-Steubenville, WV-OH"
1089,48260,2019,116074,"Weirton-Steubenville, WV-OH"
1090,49660,2010,564826,"Youngstown-Warren-Boardman, OH-PA"
1091,49660,2011,562347,"Youngstown-Warren-Boardman, OH-PA"
1092,49660,2012,558530,"Youngstown-Warren-Boardman, OH-PA"
1093,49660,2013,555850,"Youngstown-Warren-Boardman, OH-PA"
1094,49660,2014,553039,"Youngstown-Warren-Boardman, OH-PA"
1095,49660,2015,548798,"Youngstown-Warren-Boardman, OH-PA"
1096,49660,2016,544582,"Youngstown-Warren-Boardman, OH-PA"
1097,49660,2017,541545,"Youngstown-Warren-Boardman, OH-PA"
1098,49660,2018,538226,"Youngstown-Warren-Boardman, OH-PA"
1099,49660,2019,536081,"Youngstown-Warren-Boardman, OH-PA"
1100,11260,2010,383053,"Anchorage, AK"
1101,11260,2011,387922,"Anchorage, AK"
1102,11260,2012,391932,"Anchorage, AK"
1103,11260,2013,397022,"Anchorage, AK"
1104,11260,2014,397996,"Anchorage, AK"
1105,11260,2015,398609,"Anchorage, AK"
1106,11260,2016,401368,"Anchorage, AK"
1107,11260,2017,400570,"Anchorage, AK"
1108,11260,2018,397636,"Anchorage, AK"
1109,11260,2019,396317,"Anchorage, AK"
1110,12700,2010,215899,"Barnstable Town, MA"
1111,12700,2011,215356,"Barnstable Town, MA"
1112,12700,2012,214788,"Barnstable Town, MA"
1113,12700,2013,214518,"Barnstable Town, MA"
1114,12700,2014,214289,"Barnstable Town, MA"
1115,12700,2015,213877,"Barnstable Town, MA"
1116,12700,2016,213559,"Barnstable Town, MA"
1117,12700,2017,213581,"Barnstable Town, MA"
1118,12700,2018,213471,"Barnstable Town, MA"
1119,12700,2019,212990,"Barnstable Town, MA"
1120,17660,2010,138848,"Coeur d'Alene, ID"
1121,17660,2011,140932,"Coeur d'Alene, ID"
1122,17660,2012,142084,"Coeur d'Alene, ID"
1123,17660,2013,143897,"Coeur d'Alene, ID"
1124,17660,2014,146529,"Coeur d'Alene, ID"
1125,17660,2015,149367,"Coeur d'Alene, ID"
1126,17660,2016,153019,"Coeur d'Alene, ID"
1127,17660,2017,157320,"Coeur d'Alene, ID"
1128,17660,2018,161209,"Coeur d'Alene, ID"
1129,17660,2019,165697,"Coeur d'Alene, ID"
1130,19340,2010,379743,"Davenport-Moline-Rock Island, IA-IL"
1131,19340,2011,380685,"Davenport-Moline-Rock Island, IA-IL"
1132,19340,2012,382431,"Davenport-Moline-Rock Island, IA-IL"
1133,19340,2013,383843,"Davenport-Moline-Rock Island, IA-IL"
1134,19340,2014,384070,"Davenport-Moline-Rock Island, IA-IL"
1135,19340,2015,383381,"Davenport-Moline-Rock Island, IA-IL"
1136,19340,2016,382178,"Davenport-Moline-Rock Island, IA-IL"
1137,19340,2017,381103,"Davenport-Moline-Rock Island, IA-IL"
1138,19340,2018,380044,"Davenport-Moline-Rock Island, IA-IL"
1139,19340,2019,379172,"Davenport-Moline-Rock Island, IA-IL"
1140,22220,2010,442301,"Fayetteville-Springdale-Rogers, AR"
1141,22220,2011,452884,"Fayetteville-Springdale-Rogers, AR"
1142,22220,2012,462291,"Fayetteville-Springdale-Rogers, AR"
1143,22220,2013,471140,"Fayetteville-Springdale-Rogers, AR"
1144,22220,2014,480513,"Fayetteville-Springdale-Rogers, AR"
1145,22220,2015,491730,"Fayetteville-Springdale-Rogers, AR"
1146,22220,2016,503806,"Fayetteville-Springdale-Rogers, AR"
1147,22220,2017,515616,"Fayetteville-Springdale-Rogers, AR"
1148,22220,2018,525239,"Fayetteville-Springdale-Rogers, AR"
1149,22220,2019,534904,"Fayetteville-Springdale-Rogers, AR"
1150,22540,2010,101576,"Fond du Lac, WI"
1151,22540,2011,101810,"Fond du Lac, WI"
1152,22540,2012,101788,"Fond du Lac, WI"
1153,22540,2013,101787,"Fond du Lac, WI"
1154,22540,2014,101977,"Fond du Lac, WI"
1155,22540,2015,101955,"Fond du Lac, WI"
1156,22540,2016,102211,"Fond du Lac, WI"
1157,22540,2017,102417,"Fond du Lac, WI"
1158,22540,2018,103001,"Fond du Lac, WI"
1159,22540,2019,103403,"Fond du Lac, WI"
1160,23580,2010,180033,"Gainesville, GA"
1161,23580,2011,182269,"Gainesville, GA"
1162,23580,2012,184102,"Gainesville, GA"
1163,23580,2013,186431,"Gainesville, GA"
1164,23580,2014,189142,"Gainesville, GA"
1165,23580,2015,192245,"Gainesville, GA"
1166,23580,2016,196159,"Gainesville, GA"
1167,23580,2017,198953,"Gainesville, GA"
1168,23580,2018,201538,"Gainesville, GA"
1169,23580,2019,204441,"Gainesville, GA"
1170,24140,2010,122886,"Goldsboro, NC"
1171,24140,2011,124038,"Goldsboro, NC"
1172,24140,2012,124559,"Goldsboro, NC"
1173,24140,2013,124587,"Goldsboro, NC"
1174,24140,2014,124586,"Goldsboro, NC"
1175,24140,2015,124342,"Goldsboro, NC"
1176,24140,2016,124269,"Goldsboro, NC"
1177,24140,2017,123034,"Goldsboro, NC"
1178,24140,2018,123237,"Goldsboro, NC"
1179,24140,2019,123131,"Goldsboro, NC"
1180,24340,2010,994262,"Grand Rapids-Kentwood, MI"
1181,24340,2011,1002556,"Grand Rapids-Kentwood, MI"
1182,24340,2012,1013655,"Grand Rapids-Kentwood, MI"
1183,24340,2013,1025473,"Grand Rapids-Kentwood, MI"
1184,24340,2014,1036234,"Grand Rapids-Kentwood, MI"
1185,24340,2015,1044842,"Grand Rapids-Kentwood, MI"
1186,24340,2016,1054710,"Grand Rapids-Kentwood, MI"
1187,24340,2017,1063670,"Grand Rapids-Kentwood, MI"
1188,24340,2018,1071370,"Grand Rapids-Kentwood, MI"
1189,24340,2019,1077370,"Grand Rapids-Kentwood, MI"
1190,26140,2010,141173,"Homosassa Springs, FL"
1191,26140,2011,139764,"Homosassa Springs, FL"
1192,26140,2012,139180,"Homosassa Springs, FL"
1193,26140,2013,138829,"Homosassa Springs, FL"
1194,26140,2014,138828,"Homosassa Springs, FL"
1195,26140,2015,140287,"Homosassa Springs, FL"
1196,26140,2016,142804,"Homosassa Springs, FL"
1197,26140,2017,145415,"Homosassa Springs, FL"
1198,26140,2018,147682,"Homosassa Springs, FL"
1199,26140,2019,149657,"Homosassa Springs, FL"
1200,27260,2010,1348907,"Jacksonville, FL"
1201,27260,2011,1361972,"Jacksonville, FL"
1202,27260,2012,1377607,"Jacksonville, FL"
1203,27260,2013,1393432,"Jacksonville, FL"
1204,27260,2014,1416446,"Jacksonville, FL"
1205,27260,2015,1444638,"Jacksonville, FL"
1206,27260,2016,1476023,"Jacksonville, FL"
1207,27260,2017,1505033,"Jacksonville, FL"
1208,27260,2018,1532663,"Jacksonville, FL"
1209,27260,2019,1559514,"Jacksonville, FL"
1210,27500,2010,160260,"Janesville-Beloit, WI"
1211,27500,2011,159867,"Janesville-Beloit, WI"
1212,27500,2012,160065,"Janesville-Beloit, WI"
1213,27500,2013,160341,"Janesville-Beloit, WI"
1214,27500,2014,160920,"Janesville-Beloit, WI"
1215,27500,2015,161006,"Janesville-Beloit, WI"
1216,27500,2016,161320,"Janesville-Beloit, WI"
1217,27500,2017,162205,"Janesville-Beloit, WI"
1218,27500,2018,162874,"Janesville-Beloit, WI"
1219,27500,2019,163354,"Janesville-Beloit, WI"
1220,27860,2010,121263,"Jonesboro, AR"
1221,27860,2011,122854,"Jonesboro, AR"
1222,27860,2012,124292,"Jonesboro, AR"
1223,27860,2013,125840,"Jonesboro, AR"
1224,27860,2014,126813,"Jonesboro, AR"
1225,27860,2015,128459,"Jonesboro, AR"
1226,27860,2016,129906,"Jonesboro, AR"
1227,27860,2017,131259,"Jonesboro, AR"
1228,27860,2018,132719,"Jonesboro, AR"
1229,27860,2019,133860,"Jonesboro, AR"
1230,28020,2010,250751,"Kalamazoo-Portage, MI"
1231,28020,2011,252600,"Kalamazoo-Portage, MI"
1232,28020,2012,255353,"Kalamazoo-Portage, MI"
1233,28020,2013,257311,"Kalamazoo-Portage, MI"
1234,28020,2014,258951,"Kalamazoo-Portage, MI"
1235,28020,2015,259676,"Kalamazoo-Portage, MI"
1236,28020,2016,261304,"Kalamazoo-Portage, MI"
1237,28020,2017,262998,"Kalamazoo-Portage, MI"
1238,28020,2018,264680,"Kalamazoo-Portage, MI"
1239,28020,2019,265066,"Kalamazoo-Portage, MI"
1240,29340,2010,199943,"Lake Charles, LA"
1241,29340,2011,200534,"Lake Charles, LA"
1242,29340,2012,201110,"Lake Charles, LA"
1243,29340,2013,202205,"Lake Charles, LA"
1244,29340,2014,203296,"Lake Charles, LA"
1245,29340,2015,205275,"Lake Charles, LA"
1246,29340,2016,207464,"Lake Charles, LA"
1247,29340,2017,209410,"Lake Charles, LA"
1248,29340,2018,210190,"Lake Charles, LA"
1249,29340,2019,210409,"Lake Charles, LA"
1250,33660,2010,430941,"Mobile, AL"
1251,33660,2011,430423,"Mobile, AL"
1252,33660,2012,430962,"Mobile, AL"
1253,33660,2013,430815,"Mobile, AL"
1254,33660,2014,431017,"Mobile, AL"
1255,33660,2015,431294,"Mobile, AL"
1256,33660,2016,431566,"Mobile, AL"
1257,33660,2017,430567,"Mobile, AL"
1258,33660,2018,430310,"Mobile, AL"
1259,33660,2019,429536,"Mobile, AL"
1260,33740,2010,204675,"Monroe, LA"
1261,33740,2011,204886,"Monroe, LA"
1262,33740,2012,205151,"Monroe, LA"
1263,33740,2013,205454,"Monroe, LA"
1264,33740,2014,205570,"Monroe, LA"
1265,33740,2015,205668,"Monroe, LA"
1266,33740,2016,205319,"Monroe, LA"
1267,33740,2017,203894,"Monroe, LA"
1268,33740,2018,202138,"Monroe, LA"
1269,33740,2019,200261,"Monroe, LA"
1270,36980,2010,114770,"Owensboro, KY"
1271,36980,2011,115255,"Owensboro, KY"
1272,36980,2012,115972,"Owensboro, KY"
1273,36980,2013,116373,"Owensboro, KY"
1274,36980,2014,116529,"Owensboro, KY"
1275,36980,2015,117521,"Owensboro, KY"
1276,36980,2016,118092,"Owensboro, KY"
1277,36980,2017,118455,"Owensboro, KY"
1278,36980,2018,118879,"Owensboro, KY"
1279,36980,2019,119440,"Owensboro, KY"
1280,38300,2010,2357090,"Pittsburgh, PA"
1281,38300,2011,2360417,"Pittsburgh, PA"
1282,38300,2012,2360443,"Pittsburgh, PA"
1283,38300,2013,2359803,"Pittsburgh, PA"
1284,38300,2014,2356189,"Pittsburgh, PA"
1285,38300,2015,2347757,"Pittsburgh, PA"
1286,38300,2016,2340222,"Pittsburgh, PA"
1287,38300,2017,2329004,"Pittsburgh, PA"
1288,38300,2018,2322653,"Pittsburgh, PA"
1289,38300,2019,2317600,"Pittsburgh, PA"
1290,39300,2010,1603125,"Providence-Warwick, RI-MA"
1291,39300,2011,1602957,"Providence-Warwick, RI-MA"
1292,39300,2012,1605741,"Providence-Warwick, RI-MA"
1293,39300,2013,1607460,"Providence-Warwick, RI-MA"
1294,39300,2014,1611026,"Providence-Warwick, RI-MA"
1295,39300,2015,1612928,"Providence-Warwick, RI-MA"
1296,39300,2016,1614840,"Providence-Warwick, RI-MA"
1297,39300,2017,1616614,"Providence-Warwick, RI-MA"
1298,39300,2018,1622379,"Providence-Warwick, RI-MA"
1299,39300,2019,1624578,"Providence-Warwick, RI-MA"
1300,39900,2010,425951,"Reno, NV"
1301,39900,2011,427901,"Reno, NV"
1302,39900,2012,431208,"Reno, NV"
1303,39900,2013,434878,"Reno, NV"
1304,39900,2014,440110,"Reno, NV"
1305,39900,2015,446329,"Reno, NV"
1306,39900,2016,453709,"Reno, NV"
1307,39900,2017,460605,"Reno, NV"
1308,39900,2018,468335,"Reno, NV"
1309,39900,2019,475642,"Reno, NV"
1310,41740,2010,3103212,"San Diego-Chula Vista-Carlsbad, CA"
1311,41740,2011,3137156,"San Diego-Chula Vista-Carlsbad, CA"
1312,41740,2012,3174335,"San Diego-Chula Vista-Carlsbad, CA"
1313,41740,2013,3209768,"San Diego-Chula Vista-Carlsbad, CA"
1314,41740,2014,3248877,"San Diego-Chula Vista-Carlsbad, CA"
1315,41740,2015,3280850,"San Diego-Chula Vista-Carlsbad, CA"
1316,41740,2016,3306089,"San Diego-Chula Vista-Carlsbad, CA"
1317,41740,2017,3321237,"San Diego-Chula Vista-Carlsbad, CA"
1318,41740,2018,3333861,"San Diego-Chula Vista-Carlsbad, CA"
1319,41740,2019,3338330,"San Diego-Chula Vista-Carlsbad, CA"
1320,42540,2010,563740,"Scranton--Wilkes-Barre, PA"
1321,42540,2011,563676,"Scranton--Wilkes-Barre, PA"
1322,42540,2012,563704,"Scranton--Wilkes-Barre, PA"
1323,42540,2013,561495,"Scranton--Wilkes-Barre, PA"
1324,42540,2014,560146,"Scranton--Wilkes-Barre, PA"
1325,42540,2015,557734,"Scranton--Wilkes-Barre, PA"
1326,42540,2016,555722,"Scranton--Wilkes-Barre, PA"
1327,42540,2017,555655,"Scranton--Wilkes-Barre, PA"
1328,42540,2018,555215,"Scranton--Wilkes-Barre, PA"
1329,42540,2019,553885,"Scranton--Wilkes-Barre, PA"
1330,42700,2010,98635,"Sebring-Avon Park, FL"
1331,42700,2011,98477,"Sebring-Avon Park, FL"
1332,42700,2012,98222,"Sebring-Avon Park, FL"
1333,42700,2013,98077,"Sebring-Avon Park, FL"
1334,42700,2014,98584,"Sebring-Avon Park, FL"
1335,42700,2015,100137,"Sebring-Avon Park, FL"
1336,42700,2016,102041,"Sebring-Avon Park, FL"
1337,42700,2017,103852,"Sebring-Avon Park, FL"
1338,42700,2018,104933,"Sebring-Avon Park, FL"
1339,42700,2019,106221,"Sebring-Avon Park, FL"
1340,46060,2010,981620,"Tucson, AZ"
1341,46060,2011,988381,"Tucson, AZ"
1342,46060,2012,993052,"Tucson, AZ"
1343,46060,2013,997127,"Tucson, AZ"
1344,46060,2014,1004229,"Tucson, AZ"
1345,46060,2015,1009103,"Tucson, AZ"
1346,46060,2016,1016707,"Tucson, AZ"
1347,46060,2017,1026391,"Tucson, AZ"
1348,46060,2018,1036554,"Tucson, AZ"
1349,46060,2019,1047279,"Tucson, AZ"
1350,46220,2010,239481,"Tuscaloosa, AL"
1351,46220,2011,240363,"Tuscaloosa, AL"
1352,46220,2012,242328,"Tuscaloosa, AL"
1353,46220,2013,244378,"Tuscaloosa, AL"
1354,46220,2014,246988,"Tuscaloosa, AL"
1355,46220,2015,249066,"Tuscaloosa, AL"
1356,46220,2016,250099,"Tuscaloosa, AL"
1357,46220,2017,250933,"Tuscaloosa, AL"
1358,46220,2018,251257,"Tuscaloosa, AL"
1359,46220,2019,252047,"Tuscaloosa, AL"
1360,46300,2010,99987,"Twin Falls, ID"
1361,46300,2011,100620,"Twin Falls, ID"
1362,46300,2012,101128,"Twin Falls, ID"
1363,46300,2013,102662,"Twin Falls, ID"
1364,46300,2014,103912,"Twin Falls, ID"
1365,46300,2015,105216,"Twin Falls, ID"
1366,46300,2016,107252,"Twin Falls, ID"
1367,46300,2017,109142,"Twin Falls, ID"
1368,46300,2018,110095,"Twin Falls, ID"
1369,46300,2019,111290,"Twin Falls, ID"
1370,47300,2010,442969,"Visalia, CA"
1371,47300,2011,446784,"Visalia, CA"
1372,47300,2012,449779,"Visalia, CA"
1373,47300,2013,452460,"Visalia, CA"
1374,47300,2014,455138,"Visalia, CA"
1375,47300,2015,457161,"Visalia, CA"
1376,47300,2016,459235,"Visalia, CA"
1377,47300,2017,462308,"Visalia, CA"
1378,47300,2018,464589,"Visalia, CA"
1379,47300,2019,466195,"Visalia, CA"
1380,11020,2010,127045,"Altoona, PA"
1381,11020,2011,126970,"Altoona, PA"
1382,11020,2012,126544,"Altoona, PA"
1383,11020,2013,125836,"Altoona, PA"
1384,11020,2014,125274,"Altoona, PA"
1385,11020,2015,124596,"Altoona, PA"
1386,11020,2016,123708,"Altoona, PA"
1387,11020,2017,123147,"Altoona, PA"
1388,11020,2018,122503,"Altoona, PA"
1389,11020,2019,121829,"Altoona, PA"
1390,12260,2010,566694,"Augusta-Richmond County, GA-SC"
1391,12260,2011,570849,"Augusta-Richmond County, GA-SC"
1392,12260,2012,576206,"Augusta-Richmond County, GA-SC"
1393,12260,2013,579802,"Augusta-Richmond County, GA-SC"
1394,12260,2014,583046,"Augusta-Richmond County, GA-SC"
1395,12260,2015,589574,"Augusta-Richmond County, GA-SC"
1396,12260,2016,595029,"Augusta-Richmond County, GA-SC"
1397,12260,2017,600276,"Augusta-Richmond County, GA-SC"
1398,12260,2018,604221,"Augusta-Richmond County, GA-SC"
1399,12260,2019,608980,"Augusta-Richmond County, GA-SC"
1400,12580,2010,2715738,"Baltimore-Columbia-Towson, MD"
1401,12580,2011,2733785,"Baltimore-Columbia-Towson, MD"
1402,12580,2012,2754637,"Baltimore-Columbia-Towson, MD"
1403,12580,2013,2768233,"Baltimore-Columbia-Towson, MD"
1404,12580,2014,2780055,"Baltimore-Columbia-Towson, MD"
1405,12580,2015,2790053,"Baltimore-Columbia-Towson, MD"
1406,12580,2016,2794111,"Baltimore-Columbia-Towson, MD"
1407,12580,2017,2798707,"Baltimore-Columbia-Towson, MD"
1408,12580,2018,2800743,"Baltimore-Columbia-Towson, MD"
1409,12580,2019,2800053,"Baltimore-Columbia-Towson, MD"
1410,13220,2010,124949,"Beckley, WV"
1411,13220,2011,125266,"Beckley, WV"
1412,13220,2012,125110,"Beckley, WV"
1413,13220,2013,124356,"Beckley, WV"
1414,13220,2014,123342,"Beckley, WV"
1415,13220,2015,122070,"Beckley, WV"
1416,13220,2016,120475,"Beckley, WV"
1417,13220,2017,118673,"Beckley, WV"
1418,13220,2018,117154,"Beckley, WV"
1419,13220,2019,115767,"Beckley, WV"
1420,17300,2010,274959,"Clarksville, TN-KY"
1421,17300,2011,277405,"Clarksville, TN-KY"
1422,17300,2012,287393,"Clarksville, TN-KY"
1423,17300,2013,285441,"Clarksville, TN-KY"
1424,17300,2014,289628,"Clarksville, TN-KY"
1425,17300,2015,292878,"Clarksville, TN-KY"
1426,17300,2016,293712,"Clarksville, TN-KY"
1427,17300,2017,298635,"Clarksville, TN-KY"
1428,17300,2018,304301,"Clarksville, TN-KY"
1429,17300,2019,307820,"Clarksville, TN-KY"
1430,18580,2010,404676,"Corpus Christi, TX"
1431,18580,2011,407721,"Corpus Christi, TX"
1432,18580,2012,413199,"Corpus Christi, TX"
1433,18580,2013,419080,"Corpus Christi, TX"
1434,18580,2014,423313,"Corpus Christi, TX"
1435,18580,2015,427621,"Corpus Christi, TX"
1436,18580,2016,428953,"Corpus Christi, TX"
1437,18580,2017,428445,"Corpus Christi, TX"
1438,18580,2018,428697,"Corpus Christi, TX"
1439,18580,2019,429024,"Corpus Christi, TX"
1440,19140,2010,142278,"Dalton, GA"
1441,19140,2011,142285,"Dalton, GA"
1442,19140,2012,142259,"Dalton, GA"
1443,19140,2013,141906,"Dalton, GA"
1444,19140,2014,142298,"Dalton, GA"
1445,19140,2015,143099,"Dalton, GA"
1446,19140,2016,143753,"Dalton, GA"
1447,19140,2017,144037,"Dalton, GA"
1448,19140,2018,144192,"Dalton, GA"
1449,19140,2019,144724,"Dalton, GA"
1450,19180,2010,81640,"Danville, IL"
1451,19180,2011,81414,"Danville, IL"
1452,19180,2012,80862,"Danville, IL"
1453,19180,2013,80585,"Danville, IL"
1454,19180,2014,79783,"Danville, IL"
1455,19180,2015,79170,"Danville, IL"
1456,19180,2016,78494,"Danville, IL"
1457,19180,2017,77689,"Danville, IL"
1458,19180,2018,76702,"Danville, IL"
1459,19180,2019,75758,"Danville, IL"
1460,19780,2010,608930,"Des Moines-West Des Moines, IA"
1461,19780,2011,618299,"Des Moines-West Des Moines, IA"
1462,19780,2012,626778,"Des Moines-West Des Moines, IA"
1463,19780,2013,637846,"Des Moines-West Des Moines, IA"
1464,19780,2014,649652,"Des Moines-West Des Moines, IA"
1465,19780,2015,659522,"Des Moines-West Des Moines, IA"
1466,19780,2016,671055,"Des Moines-West Des Moines, IA"
1467,19780,2017,681413,"Des Moines-West Des Moines, IA"
1468,19780,2018,690915,"Des Moines-West Des Moines, IA"
1469,19780,2019,699292,"Des Moines-West Des Moines, IA"
1470,20940,2010,174716,"El Centro, CA"
1471,20940,2011,175786,"El Centro, CA"
1472,20940,2012,176575,"El Centro, CA"
1473,20940,2013,176438,"El Centro, CA"
1474,20940,2014,177974,"El Centro, CA"
1475,20940,2015,178937,"El Centro, CA"
1476,20940,2016,180179,"El Centro, CA"
1477,20940,2017,181649,"El Centro, CA"
1478,20940,2018,181523,"El Centro, CA"
1479,20940,2019,181215,"El Centro, CA"
1480,22140,2010,130203,"Farmington, NM"
1481,22140,2011,129711,"Farmington, NM"
1482,22140,2012,129756,"Farmington, NM"
1483,22140,2013,129467,"Farmington, NM"
1484,22140,2014,129084,"Farmington, NM"
1485,22140,2015,128246,"Farmington, NM"
1486,22140,2016,127954,"Farmington, NM"
1487,22140,2017,126917,"Farmington, NM"
1488,22140,2018,125499,"Farmington, NM"
1489,22140,2019,123958,"Farmington, NM"
1490,25220,2010,121485,"Hammond, LA"
1491,25220,2011,122700,"Hammond, LA"
1492,25220,2012,123646,"Hammond, LA"
1493,25220,2013,125520,"Hammond, LA"
1494,25220,2014,127010,"Hammond, LA"
1495,25220,2015,128716,"Hammond, LA"
1496,25220,2016,130619,"Hammond, LA"
1497,25220,2017,132353,"Hammond, LA"
1498,25220,2018,133837,"Hammond, LA"
1499,25220,2019,134758,"Hammond, LA"
1500,26380,2010,208251,"Houma-Thibodaux, LA"
1501,26380,2011,208713,"Houma-Thibodaux, LA"
1502,26380,2012,208885,"Houma-Thibodaux, LA"
1503,26380,2013,209983,"Houma-Thibodaux, LA"
1504,26380,2014,211368,"Houma-Thibodaux, LA"
1505,26380,2015,212131,"Houma-Thibodaux, LA"
1506,26380,2016,211512,"Houma-Thibodaux, LA"
1507,26380,2017,209946,"Houma-Thibodaux, LA"
1508,26380,2018,209144,"Houma-Thibodaux, LA"
1509,26380,2019,208075,"Houma-Thibodaux, LA"
1510,28740,2010,182418,"Kingston, NY"
1511,28740,2011,182448,"Kingston, NY"
1512,28740,2012,181538,"Kingston, NY"
1513,28740,2013,180698,"Kingston, NY"
1514,28740,2014,180400,"Kingston, NY"
1515,28740,2015,179658,"Kingston, NY"
1516,28740,2016,179042,"Kingston, NY"
1517,28740,2017,178635,"Kingston, NY"
1518,28740,2018,178418,"Kingston, NY"
1519,28740,2019,177573,"Kingston, NY"
1520,29700,2010,251370,"Laredo, TX"
1521,29700,2011,255935,"Laredo, TX"
1522,29700,2012,260595,"Laredo, TX"
1523,29700,2013,264430,"Laredo, TX"
1524,29700,2014,267465,"Laredo, TX"
1525,29700,2015,269865,"Laredo, TX"
1526,29700,2016,272301,"Laredo, TX"
1527,29700,2017,273691,"Laredo, TX"
1528,29700,2018,275120,"Laredo, TX"
1529,29700,2019,276652,"Laredo, TX"
1530,30860,2010,126167,"Logan, UT-ID"
1531,30860,2011,127591,"Logan, UT-ID"
1532,30860,2012,128693,"Logan, UT-ID"
1533,30860,2013,129827,"Logan, UT-ID"
1534,30860,2014,130804,"Logan, UT-ID"
1535,30860,2015,132652,"Logan, UT-ID"
1536,30860,2016,135521,"Logan, UT-ID"
1537,30860,2017,137703,"Logan, UT-ID"
1538,30860,2018,140104,"Logan, UT-ID"
1539,30860,2019,142165,"Logan, UT-ID"
1540,31020,2010,102358,"Longview, WA"
1541,31020,2011,102309,"Longview, WA"
1542,31020,2012,101663,"Longview, WA"
1543,31020,2013,101483,"Longview, WA"
1544,31020,2014,101790,"Longview, WA"
1545,31020,2015,102999,"Longview, WA"
1546,31020,2016,104740,"Longview, WA"
1547,31020,2017,106805,"Longview, WA"
1548,31020,2018,108752,"Longview, WA"
1549,31020,2019,110593,"Longview, WA"
1550,31460,2010,150986,"Madera, CA"
1551,31460,2011,151675,"Madera, CA"
1552,31460,2012,151527,"Madera, CA"
1553,31460,2013,151370,"Madera, CA"
1554,31460,2014,153456,"Madera, CA"
1555,31460,2015,153576,"Madera, CA"
1556,31460,2016,153956,"Madera, CA"
1557,31460,2017,155423,"Madera, CA"
1558,31460,2018,156882,"Madera, CA"
1559,31460,2019,157327,"Madera, CA"
1560,31700,2010,401055,"Manchester-Nashua, NH"
1561,31700,2011,402774,"Manchester-Nashua, NH"
1562,31700,2012,404344,"Manchester-Nashua, NH"
1563,31700,2013,405281,"Manchester-Nashua, NH"
1564,31700,2014,407275,"Manchester-Nashua, NH"
1565,31700,2015,408985,"Manchester-Nashua, NH"
1566,31700,2016,411333,"Manchester-Nashua, NH"
1567,31700,2017,413204,"Manchester-Nashua, NH"
1568,31700,2018,414630,"Manchester-Nashua, NH"
1569,31700,2019,417025,"Manchester-Nashua, NH"
1570,37620,2010,92698,"Parkersburg-Vienna, WV"
1571,37620,2011,92643,"Parkersburg-Vienna, WV"
1572,37620,2012,92390,"Parkersburg-Vienna, WV"
1573,37620,2013,92360,"Parkersburg-Vienna, WV"
1574,37620,2014,92259,"Parkersburg-Vienna, WV"
1575,37620,2015,92139,"Parkersburg-Vienna, WV"
1576,37620,2016,91476,"Parkersburg-Vienna, WV"
1577,37620,2017,90846,"Parkersburg-Vienna, WV"
1578,37620,2018,89991,"Parkersburg-Vienna, WV"
1579,37620,2019,89339,"Parkersburg-Vienna, WV"
1580,48060,2010,116592,"Watertown-Fort Drum, NY"
1581,48060,2011,117752,"Watertown-Fort Drum, NY"
1582,48060,2012,120235,"Watertown-Fort Drum, NY"
1583,48060,2013,118490,"Watertown-Fort Drum, NY"
1584,48060,2014,117971,"Watertown-Fort Drum, NY"
1585,48060,2015,116371,"Watertown-Fort Drum, NY"
1586,48060,2016,112980,"Watertown-Fort Drum, NY"
1587,48060,2017,113157,"Watertown-Fort Drum, NY"
1588,48060,2018,111866,"Watertown-Fort Drum, NY"
1589,48060,2019,109834,"Watertown-Fort Drum, NY"
1590,48540,2010,147899,"Wheeling, WV-OH"
1591,48540,2011,147260,"Wheeling, WV-OH"
1592,48540,2012,146527,"Wheeling, WV-OH"
1593,48540,2013,145938,"Wheeling, WV-OH"
1594,48540,2014,144968,"Wheeling, WV-OH"
1595,48540,2015,144157,"Wheeling, WV-OH"
1596,48540,2016,142955,"Wheeling, WV-OH"
1597,48540,2017,141255,"Wheeling, WV-OH"
1598,48540,2018,140059,"Wheeling, WV-OH"
1599,48540,2019,138948,"Wheeling, WV-OH"
1600,13020,2010,107679,"Bay City, MI"
1601,13020,2011,107417,"Bay City, MI"
1602,13020,2012,106967,"Bay City, MI"
1603,13020,2013,106794,"Bay City, MI"
1604,13020,2014,106046,"Bay City, MI"
1605,13020,2015,105237,"Bay City, MI"
1606,13020,2016,104411,"Bay City, MI"
1607,13020,2017,104045,"Bay City, MI"
1608,13020,2018,103702,"Bay City, MI"
1609,13020,2019,103126,"Bay City, MI"
1610,13140,2010,389251,"Beaumont-Port Arthur, TX"
1611,13140,2011,390905,"Beaumont-Port Arthur, TX"
1612,13140,2012,389614,"Beaumont-Port Arthur, TX"
1613,13140,2013,391195,"Beaumont-Port Arthur, TX"
