,NAME,year,GDP
574,"Las Vegas-Henderson-Paradise, NV",2014,96096878.0
575,"Las Vegas-Henderson-Paradise, NV",2015,103276160.0
576,"Las Vegas-Henderson-Paradise, NV",2016,107846053.0
577,"Las Vegas-Henderson-Paradise, NV",2017,112427827.0
578,"Las Vegas-Henderson-Paradise, NV",2018,122288155.0
579,"Las Vegas-Henderson-Paradise, NV",2019,128496477.0
580,"Logan, UT-ID",2010,4130783.0
581,"Logan, UT-ID",2011,4341745.0
582,"Logan, UT-ID",2012,4234681.0
583,"Logan, UT-ID",2013,4391269.0
584,"Logan, UT-ID",2014,4628397.0
585,"Logan, UT-ID",2015,4911252.0
586,"Logan, UT-ID",2016,5206990.0
587,"Logan, UT-ID",2017,5550808.0
588,"Logan, UT-ID",2018,5936024.0
589,"Logan, UT-ID",2019,6235341.0
590,"Longview, WA",2010,3995452.0
591,"Longview, WA",2011,3926333.0
592,"Longview, WA",2012,4126962.0
593,"Longview, WA",2013,4369854.0
594,"Longview, WA",2014,4482500.0
595,"Longview, WA",2015,4671428.0
596,"Longview, WA",2016,4763491.0
597,"Longview, WA",2017,5021716.0
598,"Longview, WA",2018,5398852.0
599,"Longview, WA",2019,5783044.0
600,"Redding, CA",2010,6590135.0
601,"Redding, CA",2011,6834789.0
602,"Redding, CA",2012,6691760.0
603,"Redding, CA",2013,6972903.0
604,"Redding, CA",2014,7289062.0
605,"Redding, CA",2015,7682697.0
606,"Redding, CA",2016,8117664.0
607,"Redding, CA",2017,8714538.0
608,"Redding, CA",2018,8888703.0
609,"Redding, CA",2019,9783798.0
610,"Springfield, OH",2010,3923589.0
611,"Springfield, OH",2011,4068204.0
612,"Springfield, OH",2012,4135322.0
613,"Springfield, OH",2013,4258816.0
614,"Springfield, OH",2014,4393227.0
615,"Springfield, OH",2015,4526118.0
616,"Springfield, OH",2016,4582951.0
617,"Springfield, OH",2017,4664043.0
618,"Springfield, OH",2018,4843057.0
619,"Springfield, OH",2019,4985436.0
620,"Tuscaloosa, AL",2010,9043920.0
621,"Tuscaloosa, AL",2011,10361216.0
622,"Tuscaloosa, AL",2012,10188737.0
623,"Tuscaloosa, AL",2013,10440189.0
624,"Tuscaloosa, AL",2014,10247772.0
625,"Tuscaloosa, AL",2015,10077092.0
626,"Tuscaloosa, AL",2016,10161959.0
627,"Tuscaloosa, AL",2017,10849142.0
628,"Tuscaloosa, AL",2018,11605202.0
629,"Tuscaloosa, AL",2019,11915411.0
630,"Watertown-Fort Drum, NY",2010,6519672.0
631,"Watertown-Fort Drum, NY",2011,6779026.0
632,"Watertown-Fort Drum, NY",2012,6664815.0
633,"Watertown-Fort Drum, NY",2013,6629381.0
634,"Watertown-Fort Drum, NY",2014,6604893.0
635,"Watertown-Fort Drum, NY",2015,6484629.0
636,"Watertown-Fort Drum, NY",2016,6334915.0
637,"Watertown-Fort Drum, NY",2017,6371356.0
638,"Watertown-Fort Drum, NY",2018,6556942.0
639,"Watertown-Fort Drum, NY",2019,6738046.0
640,"Wenatchee, WA",2010,4657122.0
641,"Wenatchee, WA",2011,5252420.0
642,"Wenatchee, WA",2012,5311567.0
643,"Wenatchee, WA",2013,5346389.0
644,"Wenatchee, WA",2014,5514686.0
645,"Wenatchee, WA",2015,5964521.0
646,"Wenatchee, WA",2016,6151524.0
647,"Wenatchee, WA",2017,6561181.0
648,"Wenatchee, WA",2018,6797894.0
649,"Wenatchee, WA",2019,6989188.0
650,"Anchorage, AK",2010,21687809.0
651,"Anchorage, AK",2011,22526785.0
652,"Anchorage, AK",2012,22918799.0
653,"Anchorage, AK",2013,22941280.0
654,"Anchorage, AK",2014,23488324.0
655,"Anchorage, AK",2015,24521189.0
656,"Anchorage, AK",2016,24686817.0
657,"Anchorage, AK",2017,24790710.0
658,"Anchorage, AK",2018,25611702.0
659,"Anchorage, AK",2019,26435400.0
660,"Augusta-Richmond County, GA-SC",2010,21479135.0
661,"Augusta-Richmond County, GA-SC",2011,22041130.0
662,"Augusta-Richmond County, GA-SC",2012,22533628.0
663,"Augusta-Richmond County, GA-SC",2013,23013482.0
664,"Augusta-Richmond County, GA-SC",2014,23766855.0
665,"Augusta-Richmond County, GA-SC",2015,25294715.0
666,"Augusta-Richmond County, GA-SC",2016,25987024.0
667,"Augusta-Richmond County, GA-SC",2017,26984298.0
668,"Augusta-Richmond County, GA-SC",2018,28291877.0
669,"Augusta-Richmond County, GA-SC",2019,29709040.0
670,"Austin-Round Rock-Georgetown, TX",2010,90043248.0
671,"Austin-Round Rock-Georgetown, TX",2011,94745560.0
672,"Austin-Round Rock-Georgetown, TX",2012,98832320.0
673,"Austin-Round Rock-Georgetown, TX",2013,105236727.0
674,"Austin-Round Rock-Georgetown, TX",2014,112753061.0
675,"Austin-Round Rock-Georgetown, TX",2015,123759410.0
676,"Austin-Round Rock-Georgetown, TX",2016,131507142.0
677,"Austin-Round Rock-Georgetown, TX",2017,141660106.0
678,"Austin-Round Rock-Georgetown, TX",2018,151278612.0
679,"Austin-Round Rock-Georgetown, TX",2019,159361291.0
680,"Brunswick, GA",2010,3694334.0
681,"Brunswick, GA",2011,3648422.0
682,"Brunswick, GA",2012,3672893.0
683,"Brunswick, GA",2013,3737319.0
684,"Brunswick, GA",2014,3832010.0
685,"Brunswick, GA",2015,4151833.0
686,"Brunswick, GA",2016,4260854.0
687,"Brunswick, GA",2017,4448331.0
688,"Brunswick, GA",2018,4796277.0
689,"Brunswick, GA",2019,4985845.0
690,"Columbus, GA-AL",2010,12645241.0
691,"Columbus, GA-AL",2011,13039800.0
692,"Columbus, GA-AL",2012,13440386.0
693,"Columbus, GA-AL",2013,13455577.0
694,"Columbus, GA-AL",2014,13743654.0
695,"Columbus, GA-AL",2015,14210805.0
696,"Columbus, GA-AL",2016,14119520.0
697,"Columbus, GA-AL",2017,14631147.0
698,"Columbus, GA-AL",2018,15456154.0
699,"Columbus, GA-AL",2019,15956779.0
700,"Columbus, IN",2010,5150278.0
701,"Columbus, IN",2011,5255410.0
702,"Columbus, IN",2012,5881807.0
703,"Columbus, IN",2013,6368912.0
704,"Columbus, IN",2014,6247677.0
705,"Columbus, IN",2015,6365742.0
706,"Columbus, IN",2016,6333025.0
707,"Columbus, IN",2017,6475805.0
708,"Columbus, IN",2018,6866747.0
709,"Columbus, IN",2019,7045710.0
710,"Dayton-Kettering, OH",2010,33611100.0
711,"Dayton-Kettering, OH",2011,35124834.0
712,"Dayton-Kettering, OH",2012,35848523.0
713,"Dayton-Kettering, OH",2013,36742206.0
714,"Dayton-Kettering, OH",2014,37805341.0
715,"Dayton-Kettering, OH",2015,39144944.0
716,"Dayton-Kettering, OH",2016,40309278.0
717,"Dayton-Kettering, OH",2017,41703905.0
718,"Dayton-Kettering, OH",2018,43900295.0
719,"Dayton-Kettering, OH",2019,45689081.0
720,"Duluth, MN-WI",2010,13035694.0
721,"Duluth, MN-WI",2011,13912482.0
722,"Duluth, MN-WI",2012,13510625.0
723,"Duluth, MN-WI",2013,14264131.0
724,"Duluth, MN-WI",2014,14529275.0
725,"Duluth, MN-WI",2015,13244631.0
726,"Duluth, MN-WI",2016,13992752.0
727,"Duluth, MN-WI",2017,14666908.0
728,"Duluth, MN-WI",2018,15862983.0
729,"Duluth, MN-WI",2019,16911538.0
730,"Fargo, ND-MN",2010,10091668.0
731,"Fargo, ND-MN",2011,10810305.0
732,"Fargo, ND-MN",2012,12012831.0
733,"Fargo, ND-MN",2013,12253298.0
734,"Fargo, ND-MN",2014,13454037.0
735,"Fargo, ND-MN",2015,13985614.0
736,"Fargo, ND-MN",2016,14036675.0
737,"Fargo, ND-MN",2017,14446546.0
738,"Fargo, ND-MN",2018,15023737.0
739,"Fargo, ND-MN",2019,15549006.0
740,"Hanford-Corcoran, CA",2010,4871435.0
741,"Hanford-Corcoran, CA",2011,5711347.0
742,"Hanford-Corcoran, CA",2012,5378069.0
743,"Hanford-Corcoran, CA",2013,5549191.0
744,"Hanford-Corcoran, CA",2014,6096096.0
745,"Hanford-Corcoran, CA",2015,6039700.0
746,"Hanford-Corcoran, CA",2016,6083737.0
747,"Hanford-Corcoran, CA",2017,6448532.0
748,"Hanford-Corcoran, CA",2018,6645763.0
749,"Hanford-Corcoran, CA",2019,7163683.0
750,"Kahului-Wailuku-Lahaina, HI",2010,7960237.0
751,"Kahului-Wailuku-Lahaina, HI",2011,8388438.0
752,"Kahului-Wailuku-Lahaina, HI",2012,8760470.0
753,"Kahului-Wailuku-Lahaina, HI",2013,8897086.0
754,"Kahului-Wailuku-Lahaina, HI",2014,9164531.0
755,"Kahului-Wailuku-Lahaina, HI",2015,8763932.0
756,"Kahului-Wailuku-Lahaina, HI",2016,9788790.0
757,"Kahului-Wailuku-Lahaina, HI",2017,9981344.0
758,"Kahului-Wailuku-Lahaina, HI",2018,10584369.0
759,"Kahului-Wailuku-Lahaina, HI",2019,10995468.0
760,"Merced, CA",2010,6985034.0
761,"Merced, CA",2011,7705641.0
762,"Merced, CA",2012,7704366.0
763,"Merced, CA",2013,8268420.0
764,"Merced, CA",2014,9241128.0
765,"Merced, CA",2015,9285603.0
766,"Merced, CA",2016,9273118.0
767,"Merced, CA",2017,10182068.0
768,"Merced, CA",2018,10242532.0
769,"Merced, CA",2019,10922271.0
770,"Minneapolis-St. Paul-Bloomington, MN-WI",2010,190421247.0
771,"Minneapolis-St. Paul-Bloomington, MN-WI",2011,199248251.0
772,"Minneapolis-St. Paul-Bloomington, MN-WI",2012,207295506.0
773,"Minneapolis-St. Paul-Bloomington, MN-WI",2013,216024839.0
774,"Minneapolis-St. Paul-Bloomington, MN-WI",2014,228572612.0
775,"Minneapolis-St. Paul-Bloomington, MN-WI",2015,237402347.0
776,"Minneapolis-St. Paul-Bloomington, MN-WI",2016,243734808.0
777,"Minneapolis-St. Paul-Bloomington, MN-WI",2017,252654586.0
778,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,267042788.0
779,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,274191982.0
780,"North Port-Sarasota-Bradenton, FL",2010,23201735.0
781,"North Port-Sarasota-Bradenton, FL",2011,23552117.0
782,"North Port-Sarasota-Bradenton, FL",2012,23827062.0
783,"North Port-Sarasota-Bradenton, FL",2013,25004005.0
784,"North Port-Sarasota-Bradenton, FL",2014,26729322.0
785,"North Port-Sarasota-Bradenton, FL",2015,29218886.0
786,"North Port-Sarasota-Bradenton, FL",2016,30638151.0
787,"North Port-Sarasota-Bradenton, FL",2017,32095782.0
788,"North Port-Sarasota-Bradenton, FL",2018,34480211.0
789,"North Port-Sarasota-Bradenton, FL",2019,36550990.0
790,"Pine Bluff, AR",2010,3618451.0
791,"Pine Bluff, AR",2011,3623008.0
792,"Pine Bluff, AR",2012,3711708.0
793,"Pine Bluff, AR",2013,3911766.0
794,"Pine Bluff, AR",2014,3775272.0
795,"Pine Bluff, AR",2015,3656527.0
796,"Pine Bluff, AR",2016,3613839.0
797,"Pine Bluff, AR",2017,3622034.0
798,"Pine Bluff, AR",2018,3682869.0
799,"Pine Bluff, AR",2019,3699066.0
800,"Pocatello, ID",2010,2844621.0
801,"Pocatello, ID",2011,2887143.0
802,"Pocatello, ID",2012,2954902.0
803,"Pocatello, ID",2013,2984779.0
804,"Pocatello, ID",2014,2991973.0
805,"Pocatello, ID",2015,3108800.0
806,"Pocatello, ID",2016,3164876.0
807,"Pocatello, ID",2017,3306424.0
808,"Pocatello, ID",2018,3497591.0
809,"Pocatello, ID",2019,3685098.0
810,"Rockford, IL",2010,13196206.0
811,"Rockford, IL",2011,13779730.0
812,"Rockford, IL",2012,14197542.0
813,"Rockford, IL",2013,14238264.0
814,"Rockford, IL",2014,14775710.0
815,"Rockford, IL",2015,15336939.0
816,"Rockford, IL",2016,15592458.0
817,"Rockford, IL",2017,16024313.0
818,"Rockford, IL",2018,16830667.0
819,"Rockford, IL",2019,17134190.0
820,"St. Louis, MO-IL",2010,138289320.0
821,"St. Louis, MO-IL",2011,140820210.0
822,"St. Louis, MO-IL",2012,145745589.0
823,"St. Louis, MO-IL",2013,147142809.0
824,"St. Louis, MO-IL",2014,149845248.0
825,"St. Louis, MO-IL",2015,155123528.0
826,"St. Louis, MO-IL",2016,156673915.0
827,"St. Louis, MO-IL",2017,161393007.0
828,"St. Louis, MO-IL",2018,168626740.0
829,"St. Louis, MO-IL",2019,173456187.0
830,"Toledo, OH",2010,29072333.0
831,"Toledo, OH",2011,31682334.0
832,"Toledo, OH",2012,31748009.0
833,"Toledo, OH",2013,32731439.0
834,"Toledo, OH",2014,35261096.0
835,"Toledo, OH",2015,34179031.0
836,"Toledo, OH",2016,34070412.0
837,"Toledo, OH",2017,35077146.0
838,"Toledo, OH",2018,37548841.0
839,"Toledo, OH",2019,38379623.0
840,"Tucson, AZ",2010,34876663.0
841,"Tucson, AZ",2011,35401144.0
842,"Tucson, AZ",2012,36578145.0
843,"Tucson, AZ",2013,36915823.0
844,"Tucson, AZ",2014,37870714.0
845,"Tucson, AZ",2015,38711780.0
846,"Tucson, AZ",2016,40871950.0
847,"Tucson, AZ",2017,43587907.0
848,"Tucson, AZ",2018,45993409.0
849,"Tucson, AZ",2019,48387560.0
850,"Utica-Rome, NY",2010,11196670.0
851,"Utica-Rome, NY",2011,11298116.0
852,"Utica-Rome, NY",2012,11606861.0
853,"Utica-Rome, NY",2013,11766125.0
854,"Utica-Rome, NY",2014,11864847.0
855,"Utica-Rome, NY",2015,12033243.0
856,"Utica-Rome, NY",2016,12398229.0
857,"Utica-Rome, NY",2017,12814244.0
858,"Utica-Rome, NY",2018,13462403.0
859,"Utica-Rome, NY",2019,14383948.0
860,"Waterloo-Cedar Falls, IA",2010,8069647.0
861,"Waterloo-Cedar Falls, IA",2011,8122634.0
862,"Waterloo-Cedar Falls, IA",2012,10035380.0
863,"Waterloo-Cedar Falls, IA",2013,9097044.0
864,"Waterloo-Cedar Falls, IA",2014,10342900.0
865,"Waterloo-Cedar Falls, IA",2015,10021272.0
866,"Waterloo-Cedar Falls, IA",2016,9230139.0
867,"Waterloo-Cedar Falls, IA",2017,9252928.0
868,"Waterloo-Cedar Falls, IA",2018,9783572.0
869,"Waterloo-Cedar Falls, IA",2019,9916973.0
870,"Allentown-Bethlehem-Easton, PA-NJ",2010,35723559.0
871,"Allentown-Bethlehem-Easton, PA-NJ",2011,36430997.0
872,"Allentown-Bethlehem-Easton, PA-NJ",2012,37188076.0
873,"Allentown-Bethlehem-Easton, PA-NJ",2013,38354150.0
874,"Allentown-Bethlehem-Easton, PA-NJ",2014,39684445.0
875,"Allentown-Bethlehem-Easton, PA-NJ",2015,41464998.0
876,"Allentown-Bethlehem-Easton, PA-NJ",2016,42899801.0
877,"Allentown-Bethlehem-Easton, PA-NJ",2017,43585318.0
878,"Allentown-Bethlehem-Easton, PA-NJ",2018,44797612.0
879,"Allentown-Bethlehem-Easton, PA-NJ",2019,47244854.0
880,"Beaumont-Port Arthur, TX",2010,23406849.0
881,"Beaumont-Port Arthur, TX",2011,26953416.0
882,"Beaumont-Port Arthur, TX",2012,28429695.0
883,"Beaumont-Port Arthur, TX",2013,27850759.0
884,"Beaumont-Port Arthur, TX",2014,23476998.0
885,"Beaumont-Port Arthur, TX",2015,23451042.0
886,"Beaumont-Port Arthur, TX",2016,23557084.0
887,"Beaumont-Port Arthur, TX",2017,25668956.0
888,"Beaumont-Port Arthur, TX",2018,29375044.0
889,"Beaumont-Port Arthur, TX",2019,28331613.0
890,"Boise City, ID",2010,23159684.0
891,"Boise City, ID",2011,23430697.0
892,"Boise City, ID",2012,24141578.0
893,"Boise City, ID",2013,25688008.0
894,"Boise City, ID",2014,27330333.0
895,"Boise City, ID",2015,28447772.0
896,"Boise City, ID",2016,30227400.0
897,"Boise City, ID",2017,32580240.0
898,"Boise City, ID",2018,35609168.0
899,"Boise City, ID",2019,37685004.0
900,"Champaign-Urbana, IL",2010,9868643.0
901,"Champaign-Urbana, IL",2011,10122573.0
902,"Champaign-Urbana, IL",2012,10439597.0
903,"Champaign-Urbana, IL",2013,11053242.0
904,"Champaign-Urbana, IL",2014,11461286.0
905,"Champaign-Urbana, IL",2015,11556532.0
906,"Champaign-Urbana, IL",2016,11581555.0
907,"Champaign-Urbana, IL",2017,11667014.0
908,"Champaign-Urbana, IL",2018,12010814.0
909,"Champaign-Urbana, IL",2019,12276267.0
910,"Cumberland, MD-WV",2010,3499596.0
911,"Cumberland, MD-WV",2011,3562986.0
912,"Cumberland, MD-WV",2012,3548948.0
913,"Cumberland, MD-WV",2013,3633451.0
914,"Cumberland, MD-WV",2014,3668971.0
915,"Cumberland, MD-WV",2015,3830603.0
916,"Cumberland, MD-WV",2016,3920802.0
917,"Cumberland, MD-WV",2017,3976860.0
918,"Cumberland, MD-WV",2018,4020724.0
919,"Cumberland, MD-WV",2019,4233524.0
920,"Denver-Aurora-Lakewood, CO",2010,141029600.0
921,"Denver-Aurora-Lakewood, CO",2011,145839443.0
922,"Denver-Aurora-Lakewood, CO",2012,153286556.0
923,"Denver-Aurora-Lakewood, CO",2013,162500802.0
924,"Denver-Aurora-Lakewood, CO",2014,172421227.0
925,"Denver-Aurora-Lakewood, CO",2015,183668001.0
926,"Denver-Aurora-Lakewood, CO",2016,190317435.0
927,"Denver-Aurora-Lakewood, CO",2017,200836995.0
928,"Denver-Aurora-Lakewood, CO",2018,214580305.0
929,"Denver-Aurora-Lakewood, CO",2019,227395640.0
930,"Fayetteville-Springdale-Rogers, AR",2010,16600360.0
931,"Fayetteville-Springdale-Rogers, AR",2011,17146573.0
932,"Fayetteville-Springdale-Rogers, AR",2012,18257207.0
933,"Fayetteville-Springdale-Rogers, AR",2013,19862080.0
934,"Fayetteville-Springdale-Rogers, AR",2014,21120054.0
935,"Fayetteville-Springdale-Rogers, AR",2015,22474929.0
936,"Fayetteville-Springdale-Rogers, AR",2016,23361758.0
937,"Fayetteville-Springdale-Rogers, AR",2017,24801712.0
938,"Fayetteville-Springdale-Rogers, AR",2018,25946875.0
939,"Fayetteville-Springdale-Rogers, AR",2019,26664865.0
940,"Gadsden, AL",2010,2695319.0
941,"Gadsden, AL",2011,2753803.0
942,"Gadsden, AL",2012,2804122.0
943,"Gadsden, AL",2013,2852227.0
944,"Gadsden, AL",2014,2896115.0
945,"Gadsden, AL",2015,3031903.0
946,"Gadsden, AL",2016,3101279.0
947,"Gadsden, AL",2017,3162568.0
948,"Gadsden, AL",2018,3262625.0
949,"Gadsden, AL",2019,3348964.0
950,"Grand Island, NE",2010,3351097.0
951,"Grand Island, NE",2011,3471352.0
952,"Grand Island, NE",2012,3702759.0
953,"Grand Island, NE",2013,4004529.0
954,"Grand Island, NE",2014,4043043.0
955,"Grand Island, NE",2015,4075070.0
956,"Grand Island, NE",2016,4076980.0
957,"Grand Island, NE",2017,4104802.0
958,"Grand Island, NE",2018,4197529.0
959,"Grand Island, NE",2019,4429894.0
960,"Harrisonburg, VA",2010,7070865.0
961,"Harrisonburg, VA",2011,7185903.0
962,"Harrisonburg, VA",2012,7660530.0
963,"Harrisonburg, VA",2013,7941622.0
964,"Harrisonburg, VA",2014,7854723.0
965,"Harrisonburg, VA",2015,7790282.0
966,"Harrisonburg, VA",2016,7657290.0
967,"Harrisonburg, VA",2017,7736809.0
968,"Harrisonburg, VA",2018,7886548.0
969,"Harrisonburg, VA",2019,8029217.0
970,"Hilton Head Island-Bluffton, SC",2010,6310272.0
971,"Hilton Head Island-Bluffton, SC",2011,6398047.0
972,"Hilton Head Island-Bluffton, SC",2012,6567337.0
973,"Hilton Head Island-Bluffton, SC",2013,6926650.0
974,"Hilton Head Island-Bluffton, SC",2014,7270253.0
975,"Hilton Head Island-Bluffton, SC",2015,7736929.0
976,"Hilton Head Island-Bluffton, SC",2016,8037391.0
977,"Hilton Head Island-Bluffton, SC",2017,8230336.0
978,"Hilton Head Island-Bluffton, SC",2018,8661271.0
979,"Hilton Head Island-Bluffton, SC",2019,9202731.0
980,"Lansing-East Lansing, MI",2010,20535551.0
981,"Lansing-East Lansing, MI",2011,20462289.0
982,"Lansing-East Lansing, MI",2012,20592484.0
983,"Lansing-East Lansing, MI",2013,21105408.0
984,"Lansing-East Lansing, MI",2014,21964235.0
985,"Lansing-East Lansing, MI",2015,23548596.0
986,"Lansing-East Lansing, MI",2016,24789911.0
987,"Lansing-East Lansing, MI",2017,25515571.0
988,"Lansing-East Lansing, MI",2018,26480707.0
989,"Lansing-East Lansing, MI",2019,27287751.0
990,"Los Angeles-Long Beach-Anaheim, CA",2010,730732462.0
991,"Los Angeles-Long Beach-Anaheim, CA",2011,754619402.0
992,"Los Angeles-Long Beach-Anaheim, CA",2012,786045530.0
993,"Los Angeles-Long Beach-Anaheim, CA",2013,819397620.0
994,"Los Angeles-Long Beach-Anaheim, CA",2014,861651536.0
995,"Los Angeles-Long Beach-Anaheim, CA",2015,918856034.0
996,"Los Angeles-Long Beach-Anaheim, CA",2016,953307453.0
997,"Los Angeles-Long Beach-Anaheim, CA",2017,1002932044.0
998,"Los Angeles-Long Beach-Anaheim, CA",2018,1041691069.0
999,"Los Angeles-Long Beach-Anaheim, CA",2019,1088676191.0
1000,"Lynchburg, VA",2010,9559902.0
1001,"Lynchburg, VA",2011,9509672.0
1002,"Lynchburg, VA",2012,9449070.0
1003,"Lynchburg, VA",2013,9640726.0
1004,"Lynchburg, VA",2014,9777202.0
1005,"Lynchburg, VA",2015,10044170.0
1006,"Lynchburg, VA",2016,10193473.0
1007,"Lynchburg, VA",2017,10422783.0
1008,"Lynchburg, VA",2018,10816883.0
1009,"Lynchburg, VA",2019,11244872.0
1010,"Macon-Bibb County, GA",2010,9465596.0
1011,"Macon-Bibb County, GA",2011,9758684.0
1012,"Macon-Bibb County, GA",2012,9942071.0
1013,"Macon-Bibb County, GA",2013,10194697.0
1014,"Macon-Bibb County, GA",2014,10487775.0
1015,"Macon-Bibb County, GA",2015,10808262.0
1016,"Macon-Bibb County, GA",2016,10887092.0
1017,"Macon-Bibb County, GA",2017,11168592.0
1018,"Macon-Bibb County, GA",2018,11882031.0
1019,"Macon-Bibb County, GA",2019,12088540.0
1020,"McAllen-Edinburg-Mission, TX",2010,16553796.0
1021,"McAllen-Edinburg-Mission, TX",2011,17172051.0
1022,"McAllen-Edinburg-Mission, TX",2012,17605754.0
1023,"McAllen-Edinburg-Mission, TX",2013,18754170.0
1024,"McAllen-Edinburg-Mission, TX",2014,19347122.0
1025,"McAllen-Edinburg-Mission, TX",2015,19560802.0
1026,"McAllen-Edinburg-Mission, TX",2016,19912743.0
1027,"McAllen-Edinburg-Mission, TX",2017,20554139.0
1028,"McAllen-Edinburg-Mission, TX",2018,21465117.0
1029,"McAllen-Edinburg-Mission, TX",2019,22341504.0
1030,"Olympia-Lacey-Tumwater, WA",2010,9891639.0
1031,"Olympia-Lacey-Tumwater, WA",2011,9883954.0
1032,"Olympia-Lacey-Tumwater, WA",2012,10220416.0
1033,"Olympia-Lacey-Tumwater, WA",2013,10678339.0
1034,"Olympia-Lacey-Tumwater, WA",2014,11187852.0
1035,"Olympia-Lacey-Tumwater, WA",2015,11441105.0
1036,"Olympia-Lacey-Tumwater, WA",2016,12232417.0
1037,"Olympia-Lacey-Tumwater, WA",2017,12969230.0
1038,"Olympia-Lacey-Tumwater, WA",2018,14175533.0
1039,"Olympia-Lacey-Tumwater, WA",2019,14904006.0
1040,"Portland-Vancouver-Hillsboro, OR-WA",2010,110258571.0
1041,"Portland-Vancouver-Hillsboro, OR-WA",2011,115541052.0
1042,"Portland-Vancouver-Hillsboro, OR-WA",2012,119339378.0
1043,"Portland-Vancouver-Hillsboro, OR-WA",2013,122246877.0
1044,"Portland-Vancouver-Hillsboro, OR-WA",2014,128664923.0
1045,"Portland-Vancouver-Hillsboro, OR-WA",2015,138192190.0
1046,"Portland-Vancouver-Hillsboro, OR-WA",2016,146373408.0
1047,"Portland-Vancouver-Hillsboro, OR-WA",2017,155441057.0
1048,"Portland-Vancouver-Hillsboro, OR-WA",2018,166810793.0
1049,"Portland-Vancouver-Hillsboro, OR-WA",2019,174937438.0
1050,"Rapid City, SD",2010,4789835.0
1051,"Rapid City, SD",2011,4973225.0
1052,"Rapid City, SD",2012,5172679.0
1053,"Rapid City, SD",2013,5248552.0
1054,"Rapid City, SD",2014,5528288.0
1055,"Rapid City, SD",2015,5746872.0
1056,"Rapid City, SD",2016,5856984.0
1057,"Rapid City, SD",2017,6068569.0
1058,"Rapid City, SD",2018,6300443.0
1059,"Rapid City, SD",2019,6542057.0
1060,"Reno, NV",2010,20678850.0
1061,"Reno, NV",2011,20602531.0
1062,"Reno, NV",2012,21360483.0
1063,"Reno, NV",2013,21590397.0
1064,"Reno, NV",2014,22386892.0
1065,"Reno, NV",2015,24765443.0
1066,"Reno, NV",2016,26345150.0
1067,"Reno, NV",2017,28418097.0
1068,"Reno, NV",2018,28772553.0
1069,"Reno, NV",2019,30422902.0
1070,"Sacramento-Roseville-Folsom, CA",2010,98568412.0
1071,"Sacramento-Roseville-Folsom, CA",2011,101568439.0
1072,"Sacramento-Roseville-Folsom, CA",2012,104794885.0
1073,"Sacramento-Roseville-Folsom, CA",2013,110750133.0
1074,"Sacramento-Roseville-Folsom, CA",2014,116798978.0
1075,"Sacramento-Roseville-Folsom, CA",2015,125120545.0
1076,"Sacramento-Roseville-Folsom, CA",2016,129778598.0
1077,"Sacramento-Roseville-Folsom, CA",2017,135920193.0
1078,"Sacramento-Roseville-Folsom, CA",2018,143456383.0
1079,"Sacramento-Roseville-Folsom, CA",2019,153331952.0
1080,"San Antonio-New Braunfels, TX",2010,82844500.0
1081,"San Antonio-New Braunfels, TX",2011,87732905.0
1082,"San Antonio-New Braunfels, TX",2012,91695966.0
1083,"San Antonio-New Braunfels, TX",2013,97320117.0
1084,"San Antonio-New Braunfels, TX",2014,104583064.0
1085,"San Antonio-New Braunfels, TX",2015,111269905.0
1086,"San Antonio-New Braunfels, TX",2016,114275236.0
1087,"San Antonio-New Braunfels, TX",2017,116971914.0
1088,"San Antonio-New Braunfels, TX",2018,125162853.0
1089,"San Antonio-New Braunfels, TX",2019,129394189.0
1090,"San Jose-Sunnyvale-Santa Clara, CA",2010,171248954.0
1091,"San Jose-Sunnyvale-Santa Clara, CA",2011,184894983.0
1092,"San Jose-Sunnyvale-Santa Clara, CA",2012,193278097.0
1093,"San Jose-Sunnyvale-Santa Clara, CA",2013,213278290.0
1094,"San Jose-Sunnyvale-Santa Clara, CA",2014,230779206.0
1095,"San Jose-Sunnyvale-Santa Clara, CA",2015,255387545.0
1096,"San Jose-Sunnyvale-Santa Clara, CA",2016,272161899.0
1097,"San Jose-Sunnyvale-Santa Clara, CA",2017,292548122.0
1098,"San Jose-Sunnyvale-Santa Clara, CA",2018,316014244.0
1099,"San Jose-Sunnyvale-Santa Clara, CA",2019,334600993.0
1100,"Sioux Falls, SD",2010,14056279.0
1101,"Sioux Falls, SD",2011,15259772.0
1102,"Sioux Falls, SD",2012,17051567.0
1103,"Sioux Falls, SD",2013,17000960.0
1104,"Sioux Falls, SD",2014,18262617.0
1105,"Sioux Falls, SD",2015,19021127.0
1106,"Sioux Falls, SD",2016,20047155.0
1107,"Sioux Falls, SD",2017,20744528.0
1108,"Sioux Falls, SD",2018,22343533.0
1109,"Sioux Falls, SD",2019,23402102.0
1110,"Sumter, SC",2010,3899136.0
1111,"Sumter, SC",2011,3990558.0
1112,"Sumter, SC",2012,4249720.0
1113,"Sumter, SC",2013,4380566.0
1114,"Sumter, SC",2014,4307181.0
1115,"Sumter, SC",2015,4439885.0
1116,"Sumter, SC",2016,4503988.0
1117,"Sumter, SC",2017,4774802.0
1118,"Sumter, SC",2018,4982216.0
1119,"Sumter, SC",2019,5276575.0
1120,"Weirton-Steubenville, WV-OH",2010,4797071.0
