,MSA,year,value
5458,"Columbus, OH",2024,22556
83,"Corpus Christi, TX",2010,1946
467,"Corpus Christi, TX",2011,2110
851,"Corpus Christi, TX",2012,2178
1235,"Corpus Christi, TX",2013,2153
1619,"Corpus Christi, TX",2014,2102
2003,"Corpus Christi, TX",2015,2518
2387,"Corpus Christi, TX",2016,2802
2771,"Corpus Christi, TX",2017,2862
3155,"Corpus Christi, TX",2018,2970
3539,"Corpus Christi, TX",2019,2691
3923,"Corpus Christi, TX",2020,2556
4307,"Corpus Christi, TX",2021,2526
4691,"Corpus Christi, TX",2022,2538
5075,"Corpus Christi, TX",2023,2555
5459,"Corpus Christi, TX",2024,2565
84,"Corvallis, OR",2010,524
468,"Corvallis, OR",2011,451
852,"Corvallis, OR",2012,488
1236,"Corvallis, OR",2013,502
1620,"Corvallis, OR",2014,512
2004,"Corvallis, OR",2015,544
2388,"Corvallis, OR",2016,596
2772,"Corvallis, OR",2017,637
3156,"Corvallis, OR",2018,683
3540,"Corvallis, OR",2019,597
3924,"Corvallis, OR",2020,604
4308,"Corvallis, OR",2021,588
4692,"Corvallis, OR",2022,603
5076,"Corvallis, OR",2023,588
5460,"Corvallis, OR",2024,603
85,"Crestview-Fort Walton Beach-Destin, FL",2010,2761
469,"Crestview-Fort Walton Beach-Destin, FL",2011,2821
853,"Crestview-Fort Walton Beach-Destin, FL",2012,2967
1237,"Crestview-Fort Walton Beach-Destin, FL",2013,3156
1621,"Crestview-Fort Walton Beach-Destin, FL",2014,3527
2005,"Crestview-Fort Walton Beach-Destin, FL",2015,3636
2389,"Crestview-Fort Walton Beach-Destin, FL",2016,3925
2773,"Crestview-Fort Walton Beach-Destin, FL",2017,4194
3157,"Crestview-Fort Walton Beach-Destin, FL",2018,4674
3541,"Crestview-Fort Walton Beach-Destin, FL",2019,4675
3925,"Crestview-Fort Walton Beach-Destin, FL",2020,5026
4309,"Crestview-Fort Walton Beach-Destin, FL",2021,5203
4693,"Crestview-Fort Walton Beach-Destin, FL",2022,5460
5077,"Crestview-Fort Walton Beach-Destin, FL",2023,5674
5461,"Crestview-Fort Walton Beach-Destin, FL",2024,5904
86,"Cumberland, MD-WV",2010,376
470,"Cumberland, MD-WV",2011,315
854,"Cumberland, MD-WV",2012,336
1238,"Cumberland, MD-WV",2013,364
1622,"Cumberland, MD-WV",2014,369
2006,"Cumberland, MD-WV",2015,379
2390,"Cumberland, MD-WV",2016,343
2774,"Cumberland, MD-WV",2017,332
3158,"Cumberland, MD-WV",2018,340
3542,"Cumberland, MD-WV",2019,326
3926,"Cumberland, MD-WV",2020,342
4310,"Cumberland, MD-WV",2021,353
4694,"Cumberland, MD-WV",2022,352
5078,"Cumberland, MD-WV",2023,347
5462,"Cumberland, MD-WV",2024,346
87,"Dallas-Fort Worth-Arlington, TX",2010,61547
471,"Dallas-Fort Worth-Arlington, TX",2011,63717
855,"Dallas-Fort Worth-Arlington, TX",2012,64427
1239,"Dallas-Fort Worth-Arlington, TX",2013,67376
1623,"Dallas-Fort Worth-Arlington, TX",2014,71987
2007,"Dallas-Fort Worth-Arlington, TX",2015,76146
2391,"Dallas-Fort Worth-Arlington, TX",2016,81229
2775,"Dallas-Fort Worth-Arlington, TX",2017,88560
3159,"Dallas-Fort Worth-Arlington, TX",2018,96883
3543,"Dallas-Fort Worth-Arlington, TX",2019,98831
3927,"Dallas-Fort Worth-Arlington, TX",2020,103200
4311,"Dallas-Fort Worth-Arlington, TX",2021,107485
4695,"Dallas-Fort Worth-Arlington, TX",2022,111772
5079,"Dallas-Fort Worth-Arlington, TX",2023,116059
5463,"Dallas-Fort Worth-Arlington, TX",2024,120345
88,"Dalton, GA",2010,625
472,"Dalton, GA",2011,619
856,"Dalton, GA",2012,611
1240,"Dalton, GA",2013,572
1624,"Dalton, GA",2014,568
2008,"Dalton, GA",2015,606
2392,"Dalton, GA",2016,621
2776,"Dalton, GA",2017,725
3160,"Dalton, GA",2018,722
3544,"Dalton, GA",2019,779
3928,"Dalton, GA",2020,773
4312,"Dalton, GA",2021,802
4696,"Dalton, GA",2022,797
5080,"Dalton, GA",2023,812
5464,"Dalton, GA",2024,808
89,"Danville, IL",2010,291
473,"Danville, IL",2011,290
857,"Danville, IL",2012,307
1241,"Danville, IL",2013,267
1625,"Danville, IL",2014,269
2009,"Danville, IL",2015,269
2393,"Danville, IL",2016,269
2777,"Danville, IL",2017,290
3161,"Danville, IL",2018,266
3545,"Danville, IL",2019,249
3929,"Danville, IL",2020,262
4313,"Danville, IL",2021,265
4697,"Danville, IL",2022,263
5081,"Danville, IL",2023,262
5465,"Danville, IL",2024,263
90,"Daphne-Fairhope-Foley, AL",2010,1536
474,"Daphne-Fairhope-Foley, AL",2011,1550
858,"Daphne-Fairhope-Foley, AL",2012,1578
1242,"Daphne-Fairhope-Foley, AL",2013,1523
1626,"Daphne-Fairhope-Foley, AL",2014,1562
2010,"Daphne-Fairhope-Foley, AL",2015,1745
2394,"Daphne-Fairhope-Foley, AL",2016,1845
2778,"Daphne-Fairhope-Foley, AL",2017,2129
3162,"Daphne-Fairhope-Foley, AL",2018,2085
3546,"Daphne-Fairhope-Foley, AL",2019,2294
3930,"Daphne-Fairhope-Foley, AL",2020,2258
4314,"Daphne-Fairhope-Foley, AL",2021,2392
4698,"Daphne-Fairhope-Foley, AL",2022,2361
5082,"Daphne-Fairhope-Foley, AL",2023,2448
5466,"Daphne-Fairhope-Foley, AL",2024,2423
91,"Davenport-Moline-Rock Island, IA-IL",2010,1861
475,"Davenport-Moline-Rock Island, IA-IL",2011,2035
859,"Davenport-Moline-Rock Island, IA-IL",2012,1849
1243,"Davenport-Moline-Rock Island, IA-IL",2013,1913
1627,"Davenport-Moline-Rock Island, IA-IL",2014,1873
2011,"Davenport-Moline-Rock Island, IA-IL",2015,1908
2395,"Davenport-Moline-Rock Island, IA-IL",2016,2003
2779,"Davenport-Moline-Rock Island, IA-IL",2017,2039
3163,"Davenport-Moline-Rock Island, IA-IL",2018,2255
3547,"Davenport-Moline-Rock Island, IA-IL",2019,2111
3931,"Davenport-Moline-Rock Island, IA-IL",2020,2269
4315,"Davenport-Moline-Rock Island, IA-IL",2021,2156
4699,"Davenport-Moline-Rock Island, IA-IL",2022,2265
5083,"Davenport-Moline-Rock Island, IA-IL",2023,2180
5467,"Davenport-Moline-Rock Island, IA-IL",2024,2256
92,"Dayton-Kettering, OH",2010,4169
476,"Dayton-Kettering, OH",2011,4602
860,"Dayton-Kettering, OH",2012,4550
1244,"Dayton-Kettering, OH",2013,4656
1628,"Dayton-Kettering, OH",2014,4594
2012,"Dayton-Kettering, OH",2015,4551
2396,"Dayton-Kettering, OH",2016,4778
2780,"Dayton-Kettering, OH",2017,5337
3164,"Dayton-Kettering, OH",2018,5493
3548,"Dayton-Kettering, OH",2019,6126
3932,"Dayton-Kettering, OH",2020,6381
4316,"Dayton-Kettering, OH",2021,6690
4700,"Dayton-Kettering, OH",2022,6866
5084,"Dayton-Kettering, OH",2023,7030
5468,"Dayton-Kettering, OH",2024,7139
93,"Decatur, AL",2010,649
477,"Decatur, AL",2011,585
861,"Decatur, AL",2012,624
1245,"Decatur, AL",2013,709
1629,"Decatur, AL",2014,701
2013,"Decatur, AL",2015,660
2397,"Decatur, AL",2016,751
2781,"Decatur, AL",2017,801
3165,"Decatur, AL",2018,714
3549,"Decatur, AL",2019,797
3933,"Decatur, AL",2020,877
4317,"Decatur, AL",2021,763
4701,"Decatur, AL",2022,768
5085,"Decatur, AL",2023,855
5469,"Decatur, AL",2024,799
94,"Decatur, IL",2010,433
478,"Decatur, IL",2011,455
862,"Decatur, IL",2012,386
1246,"Decatur, IL",2013,376
1630,"Decatur, IL",2014,418
2014,"Decatur, IL",2015,428
2398,"Decatur, IL",2016,395
2782,"Decatur, IL",2017,492
3166,"Decatur, IL",2018,426
3550,"Decatur, IL",2019,578
3934,"Decatur, IL",2020,468
4318,"Decatur, IL",2021,549
4702,"Decatur, IL",2022,487
5086,"Decatur, IL",2023,536
5470,"Decatur, IL",2024,496
95,"Deltona-Daytona Beach-Ormond Beach, FL",2010,5537
479,"Deltona-Daytona Beach-Ormond Beach, FL",2011,5775
863,"Deltona-Daytona Beach-Ormond Beach, FL",2012,6036
1247,"Deltona-Daytona Beach-Ormond Beach, FL",2013,6069
1631,"Deltona-Daytona Beach-Ormond Beach, FL",2014,6574
2015,"Deltona-Daytona Beach-Ormond Beach, FL",2015,6777
2399,"Deltona-Daytona Beach-Ormond Beach, FL",2016,9883
2783,"Deltona-Daytona Beach-Ormond Beach, FL",2017,8896
3167,"Deltona-Daytona Beach-Ormond Beach, FL",2018,8567
3551,"Deltona-Daytona Beach-Ormond Beach, FL",2019,8320
3935,"Deltona-Daytona Beach-Ormond Beach, FL",2020,8778
4319,"Deltona-Daytona Beach-Ormond Beach, FL",2021,8341
4703,"Deltona-Daytona Beach-Ormond Beach, FL",2022,8780
5087,"Deltona-Daytona Beach-Ormond Beach, FL",2023,8341
5471,"Deltona-Daytona Beach-Ormond Beach, FL",2024,8780
96,"Denver-Aurora-Lakewood, CO ",2010,34390
480,"Denver-Aurora-Lakewood, CO ",2011,33521
864,"Denver-Aurora-Lakewood, CO ",2012,33930
1248,"Denver-Aurora-Lakewood, CO ",2013,36279
1632,"Denver-Aurora-Lakewood, CO ",2014,39819
2016,"Denver-Aurora-Lakewood, CO ",2015,41113
2400,"Denver-Aurora-Lakewood, CO ",2016,42520
2784,"Denver-Aurora-Lakewood, CO ",2017,45949
3168,"Denver-Aurora-Lakewood, CO ",2018,50415
3552,"Denver-Aurora-Lakewood, CO ",2019,48458
3936,"Denver-Aurora-Lakewood, CO ",2020,50641
4320,"Denver-Aurora-Lakewood, CO ",2021,52382
4704,"Denver-Aurora-Lakewood, CO ",2022,54160
5088,"Denver-Aurora-Lakewood, CO ",2023,55925
5472,"Denver-Aurora-Lakewood, CO ",2024,57681
97,"Des Moines-West Des Moines, IA",2010,4478
481,"Des Moines-West Des Moines, IA",2011,4471
865,"Des Moines-West Des Moines, IA",2012,4322
1249,"Des Moines-West Des Moines, IA",2013,4610
1633,"Des Moines-West Des Moines, IA",2014,4457
2017,"Des Moines-West Des Moines, IA",2015,4855
2401,"Des Moines-West Des Moines, IA",2016,5185
2785,"Des Moines-West Des Moines, IA",2017,6720
3169,"Des Moines-West Des Moines, IA",2018,7775
3553,"Des Moines-West Des Moines, IA",2019,6598
3937,"Des Moines-West Des Moines, IA",2020,6253
4321,"Des Moines-West Des Moines, IA",2021,6604
4705,"Des Moines-West Des Moines, IA",2022,6505
5089,"Des Moines-West Des Moines, IA",2023,6491
5473,"Des Moines-West Des Moines, IA",2024,6514
98,"Detroit-Warren-Dearborn, MI",2010,43653
482,"Detroit-Warren-Dearborn, MI",2011,43367
866,"Detroit-Warren-Dearborn, MI",2012,42408
1250,"Detroit-Warren-Dearborn, MI",2013,41481
1634,"Detroit-Warren-Dearborn, MI",2014,42264
2018,"Detroit-Warren-Dearborn, MI",2015,43250
2402,"Detroit-Warren-Dearborn, MI",2016,45552
2786,"Detroit-Warren-Dearborn, MI",2017,48467
3170,"Detroit-Warren-Dearborn, MI",2018,53831
3554,"Detroit-Warren-Dearborn, MI",2019,55396
3938,"Detroit-Warren-Dearborn, MI",2020,55835
4322,"Detroit-Warren-Dearborn, MI",2021,55461
4706,"Detroit-Warren-Dearborn, MI",2022,55831
5090,"Detroit-Warren-Dearborn, MI",2023,55467
5474,"Detroit-Warren-Dearborn, MI",2024,55825
99,"Dothan, AL",2010,918
483,"Dothan, AL",2011,911
867,"Dothan, AL",2012,824
1251,"Dothan, AL",2013,801
1635,"Dothan, AL",2014,897
2019,"Dothan, AL",2015,846
2403,"Dothan, AL",2016,1008
2787,"Dothan, AL",2017,1493
3171,"Dothan, AL",2018,1874
3555,"Dothan, AL",2019,1379
3939,"Dothan, AL",2020,784
4323,"Dothan, AL",2021,893
4707,"Dothan, AL",2022,1370
5091,"Dothan, AL",2023,1492
5475,"Dothan, AL",2024,1196
100,"Dover, DE",2010,2104
484,"Dover, DE",2011,2613
868,"Dover, DE",2012,2654
1252,"Dover, DE",2013,2464
1636,"Dover, DE",2014,2917
2020,"Dover, DE",2015,3012
2404,"Dover, DE",2016,4331
2788,"Dover, DE",2017,5977
3172,"Dover, DE",2018,7270
3556,"Dover, DE",2019,6524
3940,"Dover, DE",2020,5310
4324,"Dover, DE",2021,4500
4708,"Dover, DE",2022,4341
5092,"Dover, DE",2023,4614
5476,"Dover, DE",2024,4971
101,"Dubuque, IA",2010,442
485,"Dubuque, IA",2011,458
869,"Dubuque, IA",2012,625
1253,"Dubuque, IA",2013,481
1637,"Dubuque, IA",2014,446
2021,"Dubuque, IA",2015,453
2405,"Dubuque, IA",2016,606
2789,"Dubuque, IA",2017,696
3173,"Dubuque, IA",2018,655
3557,"Dubuque, IA",2019,661
3941,"Dubuque, IA",2020,651
4325,"Dubuque, IA",2021,647
4709,"Dubuque, IA",2022,648
5093,"Dubuque, IA",2023,650
5477,"Dubuque, IA",2024,650
102,"Duluth, MN-WI",2010,1352
486,"Duluth, MN-WI",2011,1302
870,"Duluth, MN-WI",2012,1241
1254,"Duluth, MN-WI",2013,1188
1638,"Duluth, MN-WI",2014,1287
2022,"Duluth, MN-WI",2015,1286
2406,"Duluth, MN-WI",2016,1315
2790,"Duluth, MN-WI",2017,1496
3174,"Duluth, MN-WI",2018,1543
3558,"Duluth, MN-WI",2019,1545
3942,"Duluth, MN-WI",2020,1554
4326,"Duluth, MN-WI",2021,1550
4710,"Duluth, MN-WI",2022,1552
5094,"Duluth, MN-WI",2023,1551
5478,"Duluth, MN-WI",2024,1552
103,"Durham-Chapel Hill, NC",2010,4265
487,"Durham-Chapel Hill, NC",2011,4683
871,"Durham-Chapel Hill, NC",2012,4664
1255,"Durham-Chapel Hill, NC",2013,4661
1639,"Durham-Chapel Hill, NC",2014,4752
2023,"Durham-Chapel Hill, NC",2015,5588
2407,"Durham-Chapel Hill, NC",2016,5462
2791,"Durham-Chapel Hill, NC",2017,6241
3175,"Durham-Chapel Hill, NC",2018,6548
3559,"Durham-Chapel Hill, NC",2019,6604
3943,"Durham-Chapel Hill, NC",2020,6908
4327,"Durham-Chapel Hill, NC",2021,7148
4711,"Durham-Chapel Hill, NC",2022,7405
5095,"Durham-Chapel Hill, NC",2023,7657
5479,"Durham-Chapel Hill, NC",2024,7910
104,"East Stroudsburg, PA",2010,1105
488,"East Stroudsburg, PA",2011,1276
872,"East Stroudsburg, PA",2012,1132
1256,"East Stroudsburg, PA",2013,1130
1640,"East Stroudsburg, PA",2014,1183
2024,"East Stroudsburg, PA",2015,1274
2408,"East Stroudsburg, PA",2016,1246
2792,"East Stroudsburg, PA",2017,1308
3176,"East Stroudsburg, PA",2018,1464
3560,"East Stroudsburg, PA",2019,1592
3944,"East Stroudsburg, PA",2020,1589
4328,"East Stroudsburg, PA",2021,1611
4712,"East Stroudsburg, PA",2022,1592
5096,"East Stroudsburg, PA",2023,1611
5480,"East Stroudsburg, PA",2024,1592
105,"Eau Claire, WI",2010,1001
489,"Eau Claire, WI",2011,1006
873,"Eau Claire, WI",2012,1015
1257,"Eau Claire, WI",2013,961
1641,"Eau Claire, WI",2014,1002
2025,"Eau Claire, WI",2015,1031
2409,"Eau Claire, WI",2016,1011
2793,"Eau Claire, WI",2017,1133
3177,"Eau Claire, WI",2018,1131
3561,"Eau Claire, WI",2019,1134
3945,"Eau Claire, WI",2020,1140
4329,"Eau Claire, WI",2021,1144
4713,"Eau Claire, WI",2022,1146
5097,"Eau Claire, WI",2023,1148
5481,"Eau Claire, WI",2024,1150
109,"El Centro, CA",2010,533
493,"El Centro, CA",2011,544
877,"El Centro, CA",2012,563
1261,"El Centro, CA",2013,561
1645,"El Centro, CA",2014,588
2029,"El Centro, CA",2015,579
2413,"El Centro, CA",2016,578
2797,"El Centro, CA",2017,631
3181,"El Centro, CA",2018,772
3565,"El Centro, CA",2019,681
3949,"El Centro, CA",2020,637
4333,"El Centro, CA",2021,676
4717,"El Centro, CA",2022,688
5101,"El Centro, CA",2023,673
5485,"El Centro, CA",2024,669
106,"El Paso, TX",2010,4541
490,"El Paso, TX",2011,4351
874,"El Paso, TX",2012,4282
1258,"El Paso, TX",2013,4351
1642,"El Paso, TX",2014,4357
2026,"El Paso, TX",2015,4666
2410,"El Paso, TX",2016,4991
2794,"El Paso, TX",2017,5414
3178,"El Paso, TX",2018,5662
3562,"El Paso, TX",2019,5776
3946,"El Paso, TX",2020,5865
4330,"El Paso, TX",2021,5917
4714,"El Paso, TX",2022,5962
5098,"El Paso, TX",2023,5984
5482,"El Paso, TX",2024,6008
107,"Elizabethtown-Fort Knox, KY",2010,743
491,"Elizabethtown-Fort Knox, KY",2011,751
875,"Elizabethtown-Fort Knox, KY",2012,875
1259,"Elizabethtown-Fort Knox, KY",2013,793
1643,"Elizabethtown-Fort Knox, KY",2014,748
2027,"Elizabethtown-Fort Knox, KY",2015,671
2411,"Elizabethtown-Fort Knox, KY",2016,841
2795,"Elizabethtown-Fort Knox, KY",2017,883
3179,"Elizabethtown-Fort Knox, KY",2018,1092
3563,"Elizabethtown-Fort Knox, KY",2019,1111
3947,"Elizabethtown-Fort Knox, KY",2020,1227
4331,"Elizabethtown-Fort Knox, KY",2021,1194
4715,"Elizabethtown-Fort Knox, KY",2022,1278
5099,"Elizabethtown-Fort Knox, KY",2023,1225
5483,"Elizabethtown-Fort Knox, KY",2024,1297
108,"Elkhart-Goshen, IN",2010,1418
492,"Elkhart-Goshen, IN",2011,1228
876,"Elkhart-Goshen, IN",2012,1116
1260,"Elkhart-Goshen, IN",2013,969
1644,"Elkhart-Goshen, IN",2014,1075
2028,"Elkhart-Goshen, IN",2015,1171
2412,"Elkhart-Goshen, IN",2016,1081
2796,"Elkhart-Goshen, IN",2017,1145
3180,"Elkhart-Goshen, IN",2018,1207
3564,"Elkhart-Goshen, IN",2019,1305
3948,"Elkhart-Goshen, IN",2020,1321
4332,"Elkhart-Goshen, IN",2021,1303
4716,"Elkhart-Goshen, IN",2022,1276
5100,"Elkhart-Goshen, IN",2023,1254
5484,"Elkhart-Goshen, IN",2024,1240
110,"Elmira, NY",2010,362
494,"Elmira, NY",2011,377
878,"Elmira, NY",2012,330
1262,"Elmira, NY",2013,378
1646,"Elmira, NY",2014,333
2030,"Elmira, NY",2015,342
2414,"Elmira, NY",2016,309
2798,"Elmira, NY",2017,355
3182,"Elmira, NY",2018,407
3566,"Elmira, NY",2019,347
3950,"Elmira, NY",2020,349
4334,"Elmira, NY",2021,354
4718,"Elmira, NY",2022,353
5102,"Elmira, NY",2023,353
5486,"Elmira, NY",2024,353
111,"Enid, OK",2010,313
495,"Enid, OK",2011,343
879,"Enid, OK",2012,371
1263,"Enid, OK",2013,353
1647,"Enid, OK",2014,328
2031,"Enid, OK",2015,364
2415,"Enid, OK",2016,363
2799,"Enid, OK",2017,434
3183,"Enid, OK",2018,426
3567,"Enid, OK",2019,430
3951,"Enid, OK",2020,422
4335,"Enid, OK",2021,430
4719,"Enid, OK",2022,422
5103,"Enid, OK",2023,429
5487,"Enid, OK",2024,422
112,"Erie, PA",2010,1093
496,"Erie, PA",2011,1024
880,"Erie, PA",2012,1076
1264,"Erie, PA",2013,1053
1648,"Erie, PA",2014,1092
2032,"Erie, PA",2015,1047
2416,"Erie, PA",2016,1136
2800,"Erie, PA",2017,1254
3184,"Erie, PA",2018,1263
3568,"Erie, PA",2019,1295
3952,"Erie, PA",2020,1291
4336,"Erie, PA",2021,1299
4720,"Erie, PA",2022,1296
5104,"Erie, PA",2023,1299
5488,"Erie, PA",2024,1297
113,"Eugene-Springfield, OR",2010,2144
497,"Eugene-Springfield, OR",2011,2220
881,"Eugene-Springfield, OR",2012,2078
1265,"Eugene-Springfield, OR",2013,2193
1649,"Eugene-Springfield, OR",2014,2272
2033,"Eugene-Springfield, OR",2015,2562
2417,"Eugene-Springfield, OR",2016,2514
2801,"Eugene-Springfield, OR",2017,2745
3185,"Eugene-Springfield, OR",2018,2948
3569,"Eugene-Springfield, OR",2019,2771
3953,"Eugene-Springfield, OR",2020,2887
4337,"Eugene-Springfield, OR",2021,2929
4721,"Eugene-Springfield, OR",2022,2990
5105,"Eugene-Springfield, OR",2023,3047
5489,"Eugene-Springfield, OR",2024,3104
114,"Evansville, IN-KY",2010,1400
498,"Evansville, IN-KY",2011,1484
882,"Evansville, IN-KY",2012,1498
1266,"Evansville, IN-KY",2013,1600
1650,"Evansville, IN-KY",2014,1504
2034,"Evansville, IN-KY",2015,1579
2418,"Evansville, IN-KY",2016,1686
2802,"Evansville, IN-KY",2017,1737
3186,"Evansville, IN-KY",2018,1778
3570,"Evansville, IN-KY",2019,1884
3954,"Evansville, IN-KY",2020,1911
4338,"Evansville, IN-KY",2021,1965
4722,"Evansville, IN-KY",2022,2010
5106,"Evansville, IN-KY",2023,2058
5490,"Evansville, IN-KY",2024,2105
115,"Fairbanks, AK ",2010,520
499,"Fairbanks, AK ",2011,536
883,"Fairbanks, AK ",2012,540
1267,"Fairbanks, AK ",2013,580
1651,"Fairbanks, AK ",2014,602
2035,"Fairbanks, AK ",2015,591
2419,"Fairbanks, AK ",2016,616
2803,"Fairbanks, AK ",2017,615
3187,"Fairbanks, AK ",2018,1352
3571,"Fairbanks, AK ",2019,2148
3955,"Fairbanks, AK ",2020,2700
4339,"Fairbanks, AK ",2021,3005
4723,"Fairbanks, AK ",2022,3141
5107,"Fairbanks, AK ",2023,3186
5491,"Fairbanks, AK ",2024,3191
116,"Fargo, ND-MN",2010,1371
500,"Fargo, ND-MN",2011,1431
884,"Fargo, ND-MN",2012,1541
1268,"Fargo, ND-MN",2013,1636
1652,"Fargo, ND-MN",2014,1711
2036,"Fargo, ND-MN",2015,1675
2420,"Fargo, ND-MN",2016,1817
2804,"Fargo, ND-MN",2017,2251
3188,"Fargo, ND-MN",2018,2670
3572,"Fargo, ND-MN",2019,2122
3956,"Fargo, ND-MN",2020,1543
4340,"Fargo, ND-MN",2021,1703
4724,"Fargo, ND-MN",2022,2149
5108,"Fargo, ND-MN",2023,2203
5492,"Fargo, ND-MN",2024,1923
117,"Farmington, NM",2010,629
501,"Farmington, NM",2011,589
885,"Farmington, NM",2012,544
1269,"Farmington, NM",2013,484
1653,"Farmington, NM",2014,553
2037,"Farmington, NM",2015,517
2421,"Farmington, NM",2016,542
2805,"Farmington, NM",2017,579
3189,"Farmington, NM",2018,588
3573,"Farmington, NM",2019,583
3957,"Farmington, NM",2020,584
4341,"Farmington, NM",2021,583
4725,"Farmington, NM",2022,584
5109,"Farmington, NM",2023,583
5493,"Farmington, NM",2024,583
118,"Fayetteville, NC",2010,3189
502,"Fayetteville, NC",2011,3156
886,"Fayetteville, NC",2012,3139
1270,"Fayetteville, NC",2013,3177
1654,"Fayetteville, NC",2014,3279
2038,"Fayetteville, NC",2015,3422
2422,"Fayetteville, NC",2016,3654
2806,"Fayetteville, NC",2017,4128
3190,"Fayetteville, NC",2018,4457
3574,"Fayetteville, NC",2019,4889
3958,"Fayetteville, NC",2020,5236
4342,"Fayetteville, NC",2021,5588
4726,"Fayetteville, NC",2022,5887
5110,"Fayetteville, NC",2023,6176
5494,"Fayetteville, NC",2024,6430
119,"Fayetteville-Springdale-Rogers, AR",2010,2871
503,"Fayetteville-Springdale-Rogers, AR",2011,3062
887,"Fayetteville-Springdale-Rogers, AR",2012,3161
1271,"Fayetteville-Springdale-Rogers, AR",2013,3079
1655,"Fayetteville-Springdale-Rogers, AR",2014,3386
2039,"Fayetteville-Springdale-Rogers, AR",2015,3506
2423,"Fayetteville-Springdale-Rogers, AR",2016,3966
2807,"Fayetteville-Springdale-Rogers, AR",2017,4838
3191,"Fayetteville-Springdale-Rogers, AR",2018,5571
3575,"Fayetteville-Springdale-Rogers, AR",2019,5097
3959,"Fayetteville-Springdale-Rogers, AR",2020,4493
4343,"Fayetteville-Springdale-Rogers, AR",2021,4287
4727,"Fayetteville-Springdale-Rogers, AR",2022,4374
5111,"Fayetteville-Springdale-Rogers, AR",2023,4503
5495,"Fayetteville-Springdale-Rogers, AR",2024,4551
120,"Flagstaff, AZ",2010,764
504,"Flagstaff, AZ",2011,817
888,"Flagstaff, AZ",2012,841
1272,"Flagstaff, AZ",2013,845
1656,"Flagstaff, AZ",2014,871
2040,"Flagstaff, AZ",2015,890
2424,"Flagstaff, AZ",2016,1000
2808,"Flagstaff, AZ",2017,972
3192,"Flagstaff, AZ",2018,979
3576,"Flagstaff, AZ",2019,1056
3960,"Flagstaff, AZ",2020,1067
4344,"Flagstaff, AZ",2021,1099
4728,"Flagstaff, AZ",2022,1125
5112,"Flagstaff, AZ",2023,1153
5496,"Flagstaff, AZ",2024,1180
121,"Flint, MI",2010,2536
505,"Flint, MI",2011,2497
889,"Flint, MI",2012,2455
1273,"Flint, MI",2013,2380
1657,"Flint, MI",2014,2569
2041,"Flint, MI",2015,2457
2425,"Flint, MI",2016,2699
2809,"Flint, MI",2017,2706
3193,"Flint, MI",2018,3143
3577,"Flint, MI",2019,3225
3961,"Flint, MI",2020,3573
4345,"Flint, MI",2021,3621
4729,"Flint, MI",2022,3892
5113,"Flint, MI",2023,3916
5497,"Flint, MI",2024,4127
122,"Florence, SC",2010,1135
506,"Florence, SC",2011,1143
890,"Florence, SC",2012,1153
1274,"Florence, SC",2013,1120
1658,"Florence, SC",2014,1260
2042,"Florence, SC",2015,1251
2426,"Florence, SC",2016,1601
2810,"Florence, SC",2017,1463
3194,"Florence, SC",2018,1489
3578,"Florence, SC",2019,1681
3962,"Florence, SC",2020,1659
4346,"Florence, SC",2021,1732
4730,"Florence, SC",2022,1764
5114,"Florence, SC",2023,1814
5498,"Florence, SC",2024,1855
123,"Florence-Muscle Shoals, AL",2010,675
507,"Florence-Muscle Shoals, AL",2011,648
891,"Florence-Muscle Shoals, AL",2012,640
1275,"Florence-Muscle Shoals, AL",2013,707
1659,"Florence-Muscle Shoals, AL",2014,701
2043,"Florence-Muscle Shoals, AL",2015,802
2427,"Florence-Muscle Shoals, AL",2016,866
2811,"Florence-Muscle Shoals, AL",2017,826
3195,"Florence-Muscle Shoals, AL",2018,742
3579,"Florence-Muscle Shoals, AL",2019,812
3963,"Florence-Muscle Shoals, AL",2020,839
4347,"Florence-Muscle Shoals, AL",2021,818
4731,"Florence-Muscle Shoals, AL",2022,811
5115,"Florence-Muscle Shoals, AL",2023,817
5499,"Florence-Muscle Shoals, AL",2024,819
124,"Fond du Lac, WI",2010,430
508,"Fond du Lac, WI",2011,460
892,"Fond du Lac, WI",2012,428
1276,"Fond du Lac, WI",2013,413
1660,"Fond du Lac, WI",2014,435
2044,"Fond du Lac, WI",2015,444
2428,"Fond du Lac, WI",2016,394
2812,"Fond du Lac, WI",2017,448
3196,"Fond du Lac, WI",2018,516
3580,"Fond du Lac, WI",2019,456
3964,"Fond du Lac, WI",2020,422
4348,"Fond du Lac, WI",2021,485
4732,"Fond du Lac, WI",2022,489
5116,"Fond du Lac, WI",2023,435
5500,"Fond du Lac, WI",2024,452
125,"Fort Collins, CO",2010,3359
509,"Fort Collins, CO",2011,3444
893,"Fort Collins, CO",2012,3495
1277,"Fort Collins, CO",2013,3570
1661,"Fort Collins, CO",2014,3915
2045,"Fort Collins, CO",2015,4087
2429,"Fort Collins, CO",2016,4317
2813,"Fort Collins, CO",2017,4401
3197,"Fort Collins, CO",2018,4923
3581,"Fort Collins, CO",2019,4865
3965,"Fort Collins, CO",2020,5208
4349,"Fort Collins, CO",2021,5309
4733,"Fort Collins, CO",2022,5547
5117,"Fort Collins, CO",2023,5698
5501,"Fort Collins, CO",2024,5894
126,"Fort Smith, AR-OK",2010,1342
510,"Fort Smith, AR-OK",2011,1235
